physionet,import,super_table_col_name,component_id,component
No,No,not_reviewed_(<500),397757621,Path Platabind Interp
No,No,not_reviewed_(<500),1793429321,Voriconazole Level
No,No,not_reviewed_(<500),1512383,Copper Urine ug/dl
No,No,not_reviewed_(<500),1788476,Copper Urine ug/g creat
No,No,not_reviewed_(<500),1788475,Copper Urine ug/day
No,No,not_reviewed_(<500),455053099,"Donor NAT Triplex (HBV,HCV,HIV-1) Screen"
No,No,not_reviewed_(<500),342790962,"Body Fluid Source, Referral"
No,No,not_reviewed_(<500),381163956,Norepinephrine Urine Random
No,No,not_reviewed_(<500),418972512,Epinephrine Urine Per Volume
No,No,not_reviewed_(<500),381162708,Dopamine Urine Random
No,No,not_reviewed_(<500),418971798,Norepinephrine Urine Per Volume
No,No,not_reviewed_(<500),381163080,Norepinephrine Urine 24 Hour
No,No,not_reviewed_(<500),381162907,Dopamine Urine 24 Hour
No,No,not_reviewed_(<500),381163670,Epinephrine Urine Random
No,No,not_reviewed_(<500),381162095,Catecholamines Interpretation Urine
No,No,not_reviewed_(<500),381163219,Epinephrine Urine 24 Hour
No,No,not_reviewed_(<500),418972109,Dopamine Urine Per Volume
No,No,not_reviewed_(<500),358439088,HLA B27 Typing
No,No,not_reviewed_(<500),2375220491,Chromogenic  Factor VIII Level
No,No,not_reviewed_(<500),896885396,T3 Uptake ESJH
No,No,not_reviewed_(<500),3319664579,"Anti-Smith/RNP (ENA) Ab, IgG-Ref Lab"
No,No,not_reviewed_(<500),1512411,Albumin Level Urine 24 Hour
No,No,not_reviewed_(<500),1514624,CD2-/CD19+
No,No,not_reviewed_(<500),749513452,Complement C1q Binding Assay
No,No,not_reviewed_(<500),1514975,Amikacin Level Trough
No,No,not_reviewed_(<500),1250824022,Ethyl Sulfate Confirm Urine Random
No,No,not_reviewed_(<500),1250823983,Ethyl Glucuronide Confirm Urine Random
No,No,not_reviewed_(<500),1514141,Osmolality Feces
No,No,not_reviewed_(<500),3502608297,Kleb aero-PPP
No,No,not_reviewed_(<500),3502626775,Metapneumo-PPP
No,No,not_reviewed_(<500),3502617935,M. cat-PPP
No,No,not_reviewed_(<500),3502629257,Chlam pneumo-PPP
No,No,not_reviewed_(<500),3502617643,Kleb oxy-PPP
No,No,not_reviewed_(<500),3502620011,KPC-PPP
No,No,not_reviewed_(<500),3502634071,RSV-PPP
No,No,not_reviewed_(<500),3502620403,NDM-PPP
No,No,not_reviewed_(<500),3502629443,L. pneumo-PPP
No,No,not_reviewed_(<500),3502608649,K. pne grp-PPP
No,No,not_reviewed_(<500),3502611851,Pneumo Spec
No,No,not_reviewed_(<500),3502625577,Myco pneumo-PPP
No,No,not_reviewed_(<500),3502633231,Coronavirus-PPP
No,No,not_reviewed_(<500),3502615891,CTX-M-PPP
No,No,not_reviewed_(<500),3502614787,PA-PPP
No,No,not_reviewed_(<500),3502630311,Rhino/Enter-PPP
No,No,not_reviewed_(<500),3502621827,S. agalactiae-PPP
No,No,not_reviewed_(<500),1514378,Lactate Dehydrogenase Cerebrospinal Fl
No,No,not_reviewed_(<500),3502621607,S. marces-PPP
No,No,not_reviewed_(<500),3502621877,S. pneumo-PPP
No,No,not_reviewed_(<500),3502622021,S. pyogenes-PPP
No,No,not_reviewed_(<500),3502627747,Parainflu-PPP
No,No,not_reviewed_(<500),3502621697,SA-PPP
No,No,not_reviewed_(<500),3502621121,Proteus-PPP
No,No,not_reviewed_(<500),3502628995,OXA-48-PPP
No,No,not_reviewed_(<500),3502613451,Acinet cplx-PPP
No,No,not_reviewed_(<500),3502613977,H.flu-PPP
No,No,not_reviewed_(<500),3502625193,VIM-PPP
No,No,not_reviewed_(<500),3502622405,mecA/C MREJ-PPP
No,No,not_reviewed_(<500),3502633685,Influ A-PPP
No,No,not_reviewed_(<500),3502627397,Influ B-PPP
No,No,not_reviewed_(<500),3502617433,E. coli-PPP
No,No,not_reviewed_(<500),3502625797,Adenovirus-PPP
No,No,not_reviewed_(<500),3502607873,Entclocmplx-PPP
No,No,not_reviewed_(<500),3502622217,IMP-PPP
No,No,not_reviewed_(<500),1515063,Acetylcholine Receptor Binding Antibody
No,No,not_reviewed_(<500),1514349,Dengue Fever Virus IgG Antibody
No,No,not_reviewed_(<500),1476036761,Silica Clotting Time Screen Mix Ratio
No,No,not_reviewed_(<500),618861076,Hemoglobin C Crystal
No,No,not_reviewed_(<500),1793424023,BK Virus Urine Quant PCR Interp
No,No,not_reviewed_(<500),3244886739,DPPX Antibody IFA
No,No,not_reviewed_(<500),1793423669,BK Virus Urine Quant PCR Source
No,No,not_reviewed_(<500),1513385,Muramidase Level
No,No,not_reviewed_(<500),1793423955,BK Virus Urine Quant PCR Log
No,No,not_reviewed_(<500),1793423729,BK Virus Urine Quant PCR
No,No,not_reviewed_(<500),3244883677,GFAP IFA
No,No,not_reviewed_(<500),3244884035,mGluR1 Antibody IFA
No,No,not_reviewed_(<500),2105908383,Total Clozapine and Metabolites
No,No,not_reviewed_(<500),2105908863,Clozapine-N-Oxide Level
No,No,not_reviewed_(<500),2105909199,Norclozapine Level
No,No,not_reviewed_(<500),1512571,Total Cells
No,No,not_reviewed_(<500),1514607,CD34#
No,No,not_reviewed_(<500),1514145,Potassium Feces
No,No,not_reviewed_(<500),3026317113,ANA Cytoplasmic Pattern Titer
No,No,not_reviewed_(<500),661246609,B Burgdorferi IgG
No,No,not_reviewed_(<500),1514351,Hepatitis Delta Agent
No,No,not_reviewed_(<500),661246172,B Burgdorferi IgM
No,No,not_reviewed_(<500),1233528958,Absolute CD19-Positive Cells
No,No,not_reviewed_(<500),1732196523,Donor Hepatitis C Virus Antibody Interp
No,No,not_reviewed_(<500),1732221887,Donor Chagas Antibody Screen Interp
No,No,not_reviewed_(<500),1233529488,Absolute CD20-Positive Cells
No,No,not_reviewed_(<500),1732169729,Donor HIV 1-2 Antibody Screen Interp
No,No,not_reviewed_(<500),1732212749,Donor Syphilis Interp
No,No,not_reviewed_(<500),1233529468,Percent CD20-Positive Cells
No,No,not_reviewed_(<500),1732196227,Donor Hepatitis B Core Antibody Interp
No,No,not_reviewed_(<500),1732196411,Donor Hepatitis B Surface Antigen Interp
No,No,not_reviewed_(<500),1514142,Sodium Feces
No,No,not_reviewed_(<500),1732177043,Donor HTLV-I/II Antibody Interpretation
No,No,not_reviewed_(<500),1732218209,Donor West Nile Virus Interpretation
No,No,not_reviewed_(<500),1233529457,Percent CD19-Positive Cells
No,No,not_reviewed_(<500),306592095,Anti-Histone IgG
No,No,not_reviewed_(<500),2284850199,RNA Polymerase III Antibody IgG-Ref Lab
No,No,not_reviewed_(<500),1514604,CD34+38-
No,No,not_reviewed_(<500),1514603,CD34+38-ABS
No,No,not_reviewed_(<500),3588067457,EBV DNA by PCR CSF Log-Ref Lab
No,No,not_reviewed_(<500),3588073937,EBV DNA by PCR CSF-Ref Lab
No,No,not_reviewed_(<500),3588073053,EBV DNA by PCR CSF Interp-Ref Lab
No,No,not_reviewed_(<500),1512271,Vancomycin Level Peak
No,No,not_reviewed_(<500),1732303719,ADAMTS13 Inhibitor
No,No,not_reviewed_(<500),1514018,Factor XI (11) Level
No,No,not_reviewed_(<500),619413710,TPMT Reviewed By
No,No,not_reviewed_(<500),1741011707,HIV-1 Integrase Inhibitor Resistance
No,No,not_reviewed_(<500),1512421,5-HIAA Interpretation Urine
No,No,not_reviewed_(<500),1905356,"Alcohol, Methyl"
No,No,not_reviewed_(<500),1905360,"Alcohol, Isopropyl"
No,No,not_reviewed_(<500),1905358,"Alcohol, Ethyl gm/dL (%)"
No,No,not_reviewed_(<500),1905357,"Alcohol, Ethyl"
No,No,not_reviewed_(<500),293139331,Volatiles Source
No,No,not_reviewed_(<500),1512422,5-HIAA Urine mg/L
No,No,not_reviewed_(<500),1512423,5-HIAA Urine mg/day
No,No,not_reviewed_(<500),749077502,5-HIAA to Creatinine Ratio Urine
No,No,not_reviewed_(<500),1905359,Acetone Level
No,No,not_reviewed_(<500),1119206173,Borrelia burgdorferi Ab Interpretation
No,No,not_reviewed_(<500),465752207,D Dimer EJC
No,No,not_reviewed_(<500),186736328,Appearance CSF Tube 3
No,No,not_reviewed_(<500),186736331,Xanthochromia CSF Tube 3
No,No,not_reviewed_(<500),1514395,Albumin Level Cerebrospinal Fluid
No,No,not_reviewed_(<500),1514503,Cold Agglutinins Titer
No,No,not_reviewed_(<500),1515052,Arginine Vasopressin Hormone
No,No,not_reviewed_(<500),211754028,Total Estradiol
No,No,not_reviewed_(<500),200185142,Free Estradiol
No,No,not_reviewed_(<500),1514679,Complement Component 5
No,No,not_reviewed_(<500),1514005,Neisseria Gonorrhoeae DNA
No,No,not_reviewed_(<500),1512770,Pneumo Serotype 19F
No,No,not_reviewed_(<500),1512769,Pneumo Serotype 23F
No,No,not_reviewed_(<500),1514968,Entamoeba Histolytica Antibody IgG
No,No,not_reviewed_(<500),1512773,Pneumo Serotype 12F
No,No,not_reviewed_(<500),1512764,Pneumo Serotype 7F
No,No,not_reviewed_(<500),1512772,Pneumo Serotype 14
No,No,not_reviewed_(<500),1512765,Pneumo Serotype 6B
No,No,not_reviewed_(<500),1512774,Pneumo Serotype 1
No,No,not_reviewed_(<500),1512771,Pneumo Serotype 18C
No,No,not_reviewed_(<500),1512768,Pneumo Serotype 3
No,No,not_reviewed_(<500),1512767,Pneumo Serotype 4
No,No,not_reviewed_(<500),1512766,Pneumo Serotype 5
No,No,not_reviewed_(<500),1512763,Pneumo Serotype 8
No,No,not_reviewed_(<500),1512762,Pneumo Serotype 9N
No,No,not_reviewed_(<500),1512761,Pneumo Serotype 9V
No,No,not_reviewed_(<500),1512760,Pneumo Serotype Interpretation
No,No,not_reviewed_(<500),1512247,Vitamin B12 Binding Capacity
No,No,not_reviewed_(<500),1512864,Myoglobin Screen Urine
No,No,not_reviewed_(<500),606236652,HLA Chimerism T Cell Analysis
No,No,not_reviewed_(<500),1514197,"Eosinophil Count, Absolute"
No,No,not_reviewed_(<500),606236878,HLA Chimerism Myeloid Analysis
No,No,not_reviewed_(<500),1514561,Chromium Level
No,No,not_reviewed_(<500),1512226,Von Willebrand Evaluation
No,No,not_reviewed_(<500),1513252,Q-Fever Antibody Phase II
No,No,not_reviewed_(<500),1514572,Chlamydia Trachomatis DNA
No,No,not_reviewed_(<500),1515049,DNAse B Antibody
No,No,not_reviewed_(<500),2793083751,HLA Platelet Refractory Ab Screen
No,No,not_reviewed_(<500),3097085725,Paraneoplastic AutoAb Eval CSF Interp
No,No,not_reviewed_(<500),1514977,Amikacin Level Peak
No,No,not_reviewed_(<500),1514345,Dhea Sulfate
No,No,not_reviewed_(<500),321878345,Johnson Grass IgE
No,No,not_reviewed_(<500),321879841,White Hickory IgE
No,No,not_reviewed_(<500),321877812,Cockroach IgE
No,No,not_reviewed_(<500),321878949,Penicillium IgE
No,No,not_reviewed_(<500),321878617,June Grass IgE
No,No,not_reviewed_(<500),321880341,Rough Pigweed
No,No,not_reviewed_(<500),321878176,Bermuda Grass IgE
No,No,not_reviewed_(<500),321880669,Alternaria Tenuis IgE
No,No,not_reviewed_(<500),321880082,Short Ragweed IgE
No,No,not_reviewed_(<500),321878866,Bahia Grass IgE
No,No,not_reviewed_(<500),321879366,Oak IgE
No,No,not_reviewed_(<500),321877433,Cat Epithelium IgE
No,No,not_reviewed_(<500),321879131,Aspergillus Fumigatus IgE
No,No,not_reviewed_(<500),321879579,Elm IgE
No,No,not_reviewed_(<500),321877706,Dog Epithelium IgE
No,No,not_reviewed_(<500),321881107,Dermatophag Pteronyssinus IgE
No,No,not_reviewed_(<500),1513984,Anti-Gliadin IGA Antibody
No,No,not_reviewed_(<500),1563096201,Warfarin Predicted Sensitivity
No,No,not_reviewed_(<500),1563094807,CYP2C9 Phenotype
No,No,not_reviewed_(<500),2105894691,Apixaban Level
No,No,not_reviewed_(<500),1060168058,Clonazepam Confirmation
No,No,not_reviewed_(<500),1060167458,Alprazolam Confirmation
No,No,not_reviewed_(<500),1060167091,Alpha-hydroxyalprazolam Confirmation
No,No,not_reviewed_(<500),1060168268,Diazepam Confirmation
No,No,not_reviewed_(<500),1060166898,7-aminoclonazepam Confirmation
No,No,not_reviewed_(<500),1732176401,Donor NAT Triplex Screen Interp
No,No,not_reviewed_(<500),1060169597,Temazepam Confirmation
No,No,not_reviewed_(<500),1060168603,Lorazepam Confirmation
No,No,not_reviewed_(<500),1060168841,Midazolam Confirmation
No,No,not_reviewed_(<500),1060169060,Nordiazepam Confirmation
No,No,not_reviewed_(<500),1060169454,Oxazepam Confirmation
No,No,not_reviewed_(<500),1514379,Lactic Acid Cerebrospinal Fluid
No,No,not_reviewed_(<500),1514410,Cryofibrinogen
No,No,not_reviewed_(<100),1521588,Prophyrins Urine Interpretation
No,No,not_reviewed_(<100),1512544,Porphyrins Total
No,No,not_reviewed_(<100),1514806,Bethesda Inhibitor Human
No,No,not_reviewed_(<100),651859155,Blood Parasites Thin Smear SJH
No,No,not_reviewed_(<100),1512254,Vasoactive Intestinal Polypeptide
No,No,not_reviewed_(<100),1512975,RCA:RCR RT
No,No,not_reviewed_(<100),651859159,Blood Parasites Thick Smear SJH
No,No,not_reviewed_(<100),1513983,Anti-Gliadin IGG Antibody
No,No,not_reviewed_(<100),1513346,Nortriptyline Level
No,No,not_reviewed_(<100),1514727,Bile Acids Total
No,No,not_reviewed_(<100),651859163,Percent Parasitemia SJH
No,No,not_reviewed_(<100),1514732,Urea Body Fluid
No,No,not_reviewed_(<100),618860955,Urea BF Type
No,No,not_reviewed_(<100),1512657,TSH Reflex Order
No,No,not_reviewed_(<100),1512215,Waxy Cast/LPF
No,No,not_reviewed_(<100),1512453,Chloride Urine 24 Hour
No,No,not_reviewed_(<100),1513253,Q-Fever Antibody Phase I
No,No,not_reviewed_(<100),1512738,Arbovirus St. Louis Encephalitis
No,No,not_reviewed_(<100),1514207,Arbovirus Eastern Equine
No,No,not_reviewed_(<100),1514660,Arbovirus California
No,No,not_reviewed_(<100),1512206,Arbovirus Western Equine
No,No,not_reviewed_(<100),1144963335,Synoviocytes Body Fluid
No,No,not_reviewed_(<100),3470177071,MGMT Methylation Detection - Results
No,No,not_reviewed_(<100),3470168417,MGMT Block ID
No,No,not_reviewed_(<100),1514348,Desethylamiodarone Level
No,No,not_reviewed_(<100),1514981,Amiodarone Level
No,No,not_reviewed_(<100),1512759,Serotonin Level
No,No,not_reviewed_(<100),1512556,Toxocara Canis
No,No,not_reviewed_(<100),1514150,Chloride Feces
No,No,not_reviewed_(<100),186736315,Other Cells CSF Tube 2
No,No,not_reviewed_(<100),1512902,Glucose Urine Random
No,No,not_reviewed_(<100),1361673217,Alpha-hydroxymidazolam Confirmation
No,No,not_reviewed_(<100),1361672309,Chlordiazepoxide Confirmation
No,No,not_reviewed_(<100),684504508,Corrected Creatinine Clearance
No,No,not_reviewed_(<100),381172196,VZV Miscellaneous by PCR
No,No,not_reviewed_(<100),381172084,VZV Misc Specimen
No,No,not_reviewed_(<100),2811949735,APTEM Alpha angle
No,No,not_reviewed_(<100),2811954309,APTEM MCF
No,No,not_reviewed_(<100),2811950853,APTEM A10
No,No,not_reviewed_(<100),3495415501,Thyroid Stimulating Immunoglobulin-TSI
No,No,not_reviewed_(<100),2811947029,APTEM CT
No,No,not_reviewed_(<100),2811951977,APTEM A20
No,No,not_reviewed_(<100),2811949079,APTEM CFT
No,No,not_reviewed_(<100),3097083759,"NMO/AQP4 IgG, CSF"
No,No,not_reviewed_(<100),896882267,Cellular Casts
No,No,not_reviewed_(<100),186736318,Other Cells Identified CSF Tube 2
No,No,not_reviewed_(<100),3576685751,Miscellaneous ARUP 1
No,No,not_reviewed_(<100),2793039013,Scleroderma (Scl-70) (ENA) Ab-Ref Lab
No,No,not_reviewed_(<100),1788455,MTHFRINT
No,No,not_reviewed_(<100),1788453,MTHC677T
No,No,not_reviewed_(<100),186736346,Eosinophil CSF Tube 3
No,No,not_reviewed_(<100),465750752,Donor CMV Antibody
No,No,not_reviewed_(<100),1788454,MTHA1298C
No,No,not_reviewed_(<100),1512677,Carbamazepine Total
No,No,not_reviewed_(<100),619401186,Opiate Confirmation Interp
No,No,not_reviewed_(<100),965682131,Rivaroxaban Level
No,No,not_reviewed_(<100),1732157157,Low MW VWF Multimers
No,No,not_reviewed_(<100),1732156729,VWF Multimer Interpretation
No,No,not_reviewed_(<100),1732303507,ADAMTS13 Antibody
No,No,not_reviewed_(<100),1513693,Immunoglobulin D Antibody
No,No,not_reviewed_(<100),1732157277,VWF Multimer Distribution
No,No,not_reviewed_(<100),1732157047,Intermediate MW VWF Multimers
No,No,not_reviewed_(<100),1732156951,High MW VWF Multimers
No,No,not_reviewed_(<100),1514884,Alpha Subunit
No,No,not_reviewed_(<100),1513437,Miscellaneous Med Genetics
No,No,not_reviewed_(<100),381147930,BCR/ABL1 Kinase Mutation
No,No,not_reviewed_(<100),2766522627,PLA2R Antibody IgG
No,No,not_reviewed_(<100),804094007,BCR-ABL1 Kinase Analysis Specimen Type
No,No,not_reviewed_(<100),1512784,Schistosoma IGG Antibody
No,No,not_reviewed_(<100),3213439331,CYP2C8 Genotype
No,No,not_reviewed_(<100),3546569339,"NIF IFA, CSF"
No,No,not_reviewed_(<100),3213449657,Warfarin Sensitivity Genotype
No,No,not_reviewed_(<100),3213443063,CYP4F2 Genotype
No,No,not_reviewed_(<100),3546568607,"IgLON5 IFA, CSF"
No,No,not_reviewed_(<100),1476037509,Silica Clotting Time Confirm Mix Ratio
No,No,not_reviewed_(<100),1513358,Gabapentin Level
No,No,not_reviewed_(<100),186736287,Xanthochromia Tube 2
No,No,not_reviewed_(<100),1512620,TIME350
No,No,not_reviewed_(<100),186736284,Appearance Tube 2
No,No,not_reviewed_(<100),1512434,VMA Urine 24 Hour
No,No,not_reviewed_(<100),1512280,UUROPORPH
No,No,not_reviewed_(<100),1512308,Porphyrins Urine Interpretation
No,No,not_reviewed_(<100),1512357,Heptaporphyrins Urine 24 Hour
No,No,not_reviewed_(<100),306589727,Coproporphyrin I
No,No,not_reviewed_(<100),306589945,Coproporphyrin III
No,No,not_reviewed_(<100),762198932,Vanillylmandelic Acid Volume of Urine
No,No,not_reviewed_(<100),1788435,C. Pneumoniae IGG Titer
No,No,not_reviewed_(<100),342810195,Antisoluble Liver Antigen IgG
No,No,not_reviewed_(<100),9424575,Leukocyte Alkaline Phosphatase
No,No,not_reviewed_(<100),1788432,C. Pneumoniae IGM Titer
No,No,not_reviewed_(<100),1788437,C. Psittaci IGG Titer
No,No,not_reviewed_(<100),749867301,HLA Reason for Testing
No,No,not_reviewed_(<100),1788436,C. Trachomatis IGG Titer
No,No,not_reviewed_(<100),1788433,C. Trachomatis IGM Titer
No,No,not_reviewed_(<100),749867291,HLA Name of Donor
No,No,not_reviewed_(<100),749867308,HLA Transplant Date
No,No,not_reviewed_(<100),1788434,C. Psittaci IGM Titer
No,No,not_reviewed_(<100),587442194,Echinococcus Antibody IgG
No,No,not_reviewed_(<100),2811956469,APTEM ML
No,No,not_reviewed_(<100),1514017,Factor XII (12) Level
No,No,not_reviewed_(<100),2081847383,Cancer Antigen Breast 15 3
No,No,not_reviewed_(<100),1514927,Anti GM-1 (IGM)
No,No,not_reviewed_(<100),1514928,Anti GM-1 (IGG)
No,No,not_reviewed_(<100),1513979,Glucose 1 Hour
No,No,not_reviewed_(<100),1144963240,Endothelial Cells Body Fluid
No,No,not_reviewed_(<100),1732233885,Donor CMV Antibody Interpretation
No,No,not_reviewed_(<100),219409192,Factor XIII (13) Quantitative Level
No,No,not_reviewed_(<100),1788464,Echovirus Antibody Type 6
No,No,not_reviewed_(<100),1788467,Echovirus Antibody Type 11
No,No,not_reviewed_(<100),1788465,Echovirus Antibody Type 7
No,No,not_reviewed_(<100),1512531,Trichomonads
No,No,not_reviewed_(<100),1788466,Echovirus Antibody Type 9
No,No,not_reviewed_(<100),1788468,Echovirus Antibody Type 30
No,No,not_reviewed_(<100),186736358,Other Cells CSF Tube 3
No,No,not_reviewed_(<100),1514479,Coumadin Level
No,No,not_reviewed_(<100),3658682467,ePlex Parainfluenza Virus 1 by PCR
No,No,not_reviewed_(<100),1512410,Aldosterone Urine 24 Hour
No,No,not_reviewed_(<100),3658687281,ePlex Chlamydia pneumoniae by PCR
No,No,not_reviewed_(<100),3658686643,ePlex Coronavirus by PCR
No,No,not_reviewed_(<100),3658677467,ePlex Human Metapneumovirus by PCR
No,No,not_reviewed_(<100),3658676319,ePlex Mycoplasma pneumoniae by PCR
No,No,not_reviewed_(<100),3658679355,ePlex Influenza A H1 by PCR
No,No,not_reviewed_(<100),3658680233,ePlex Influenza A H1-2009 by PCR
No,No,not_reviewed_(<100),3658681237,ePlex Influenza A H3 by PCR
No,No,not_reviewed_(<100),3658678543,ePlex Influenza A by PCR
No,No,not_reviewed_(<100),3658676571,ePlex Adenovirus by PCR
No,No,not_reviewed_(<100),3658684079,ePlex Parainfluenza Virus 4 by PCR
No,No,not_reviewed_(<100),3658682251,ePlex Influenza B by PCR
No,No,not_reviewed_(<100),3658684709,ePlex RSV A by PCR
No,No,not_reviewed_(<100),3658682949,ePlex Parainfluenza Virus 2 by PCR
No,No,not_reviewed_(<100),3658719335,ePlex RVP SARS-CoV-2 by PCR
No,No,not_reviewed_(<100),1513975,Glucose 3 Hour
No,No,not_reviewed_(<100),1176778725,M Tuberculosis Rif Resistance Resp ESJH
No,No,not_reviewed_(<100),1176777859,M Tuberculosis PCR Respiratory ESJH
No,No,not_reviewed_(<100),1193690384,M Tuberculosis PCR Interpretation ESJH
No,No,not_reviewed_(<100),3658683673,ePlex Parainfluenza Virus 3 by PCR
No,No,not_reviewed_(<100),3658685539,ePlex RSV B by PCR
No,No,not_reviewed_(<100),1513433,Miscellaneous Nichols
No,No,not_reviewed_(<100),3658678039,ePlex Rhinovirus/Enterovirus by PCR
No,No,not_reviewed_(<100),1513829,Herpes Antibody Interpretation
No,No,not_reviewed_(<100),606234858,HLA Chimerism Initial Assessment
No,No,not_reviewed_(<100),1513017,R1
No,No,not_reviewed_(<100),1513016,R2
No,No,not_reviewed_(<100),1212780280,Cobalt Level
No,No,not_reviewed_(<100),1513647,Inhibin A
No,No,not_reviewed_(<100),1514755,Specific Gravity Body Fluid
No,No,not_reviewed_(<100),245577668,21 Hydroxylase Antibody
No,No,not_reviewed_(<100),2793036691,Cyclic Citrullinated Peptide Ab-Ref Lab
No,No,not_reviewed_(<100),1741006661,Zika Virus RNA Qualitative by PCR
No,No,not_reviewed_(<100),2793040479,Rheumatoid Factor-Ref Lab-Ref Lab
No,No,not_reviewed_(<100),2793044113,Interstitial Lung Disease Interp-Ref Lab
No,No,not_reviewed_(<100),342791135,CEA Body Fluid
No,No,not_reviewed_(<100),1513132,Progesterone Level
No,No,not_reviewed_(<100),1514764,Sodium Level Body Fluid
No,No,not_reviewed_(<100),618860938,Sodium BF Type
No,No,not_reviewed_(<100),251447674,HLA Class I Confirm Type DNA
No,No,not_reviewed_(<100),1515122,6-Thioguanine Metabolic (6TG)
No,No,not_reviewed_(<100),251447745,HLA Class II Confirm Type DNA
No,No,not_reviewed_(<100),1515124,6-Methyl Mercaptopurine (6MMP)
No,No,not_reviewed_(<100),186736361,Other Cells Identified CSF Tube 3
No,No,not_reviewed_(<100),1515134,CD3+CD56-G/D+
No,No,not_reviewed_(<100),1514606,CD3-4(HI)
No,No,not_reviewed_(<100),1515128,5 Fluorocytosine Level
No,No,not_reviewed_(<100),3546536837,IgLON5 IFA
No,No,not_reviewed_(<100),1345103297,MTHFR Gene Mutation Specimen
No,No,not_reviewed_(<100),1513137,Procainamide Level
No,No,not_reviewed_(<100),1513367,NAPA
No,No,not_reviewed_(<100),3546537423,NIF IFA
No,No,not_reviewed_(<100),1515130,CD3+CD8-G/D+
No,No,not_reviewed_(<100),1515140,3+56+8-
No,No,not_reviewed_(<100),1515136,CD3+CD56+G/D
No,No,not_reviewed_(<100),1515144,LIN-123-11C+DR
No,No,not_reviewed_(<100),1515138,3+56+8+
No,No,not_reviewed_(<100),1515132,CD3+CD8+G/D+
No,No,not_reviewed_(<100),1515146,LIN-123+11C-DR+
No,No,not_reviewed_(<100),2327234331,Trich Specimen
No,No,not_reviewed_(<100),1514114,Fibrinogen  Antigen
No,No,not_reviewed_(<100),2766469879,Pneumo Serotype 22F
No,No,not_reviewed_(<100),2766470857,Pneumo Serotype 33F
No,No,not_reviewed_(<100),2766466345,Pneumo Serotype 15B
No,No,not_reviewed_(<100),2766469137,Pneumo Serotype 20
No,No,not_reviewed_(<100),2766463957,Pneumo Serotype 2
No,No,not_reviewed_(<100),2766468157,Pneumo Serotype 19A
No,No,not_reviewed_(<100),2766467385,Pneumo Serotype 17F
No,No,not_reviewed_(<100),2766465777,Pneumo Serotype 11A
No,No,not_reviewed_(<100),2766465357,Pneumo Serotype 10A
No,No,not_reviewed_(<100),397758874,Dabigatran Level
No,No,not_reviewed_(<100),1732291001,Predicted MNS Phenotype
No,No,not_reviewed_(<100),1732289861,Predicted Rh Phenotype
No,No,not_reviewed_(<100),1732290023,Predicted Kell Phenotype
No,No,not_reviewed_(<100),1732291309,Predicted Lutheran Phenotype
No,No,not_reviewed_(<100),1732290679,Predicted Kidd Phenotype
No,No,not_reviewed_(<100),1732290563,Predicted Duffy Phenotype
No,No,not_reviewed_(<100),1732292047,Predicted Dombrock Phenotype
No,No,not_reviewed_(<100),1514440,Creatinine Urine/TV
No,No,not_reviewed_(<100),491626526,CMV Viral Load
No,No,not_reviewed_(<100),71797433,HLA Single Antigen Type Class II
No,No,not_reviewed_(<100),1514766,Potassium Level Body Fluid
No,No,not_reviewed_(<100),618860926,Potassium BF Type
No,No,not_reviewed_(<100),2703068243,Alpha-1-Antitrypsin Quant Stool
No,No,not_reviewed_(<100),3327506013,Hepatitis E Virus Antibody IgM
No,No,not_reviewed_(<100),1513314,Pyruvic Acid
No,No,not_reviewed_(<100),1512898,Hemosiderin Urine Random
No,No,not_reviewed_(<100),1512394,Arsenic Urine ug/L
No,No,not_reviewed_(<100),388636919,"Organic Acid Urine, Random"
No,No,not_reviewed_(<100),1512396,Arsenic Urine ug/g creat
No,No,not_reviewed_(<100),1512397,Arsenic Urine ug/day
No,No,not_reviewed_(<100),321863483,Anti-CRMP5 IgG Western Blot
No,No,not_reviewed_(<100),1513333,Oval Fat Bodies/HPF
No,No,not_reviewed_(<100),1106875501,Crystal Other
No,No,not_reviewed_(<100),1695129553,CEA Body Fluid Source
No,No,not_reviewed_(<100),1512440,Phosphorus Level Urine 24 Hour
No,No,not_reviewed_(<100),1512435,Uric Acid Level Urine 24 Hour
No,No,not_reviewed_(<100),1513386,"Mumps Antibody, IgG"
No,No,not_reviewed_(<100),1512414,Amino Acid Urine 24 Hour
No,No,not_reviewed_(<100),3549403559,Complement Activity Total
No,No,not_reviewed_(<100),1514200,Anti-Endomysial Antibody
No,No,not_reviewed_(<100),1345095707,Inhibin B
No,No,not_reviewed_(<100),587446927,"Hydromorphone Confirmation, UR"
No,No,not_reviewed_(<100),804090742,Noroxymorphone Confirm Random Urine
No,No,not_reviewed_(<100),804090134,Norhydrocodone Confirm Random Urine
No,No,not_reviewed_(<100),804090460,Noroxycodone Confirm Random Urine
No,No,not_reviewed_(<100),1512659,Tetanus Antibody
No,No,not_reviewed_(<100),587446699,"Oxymorphone Confirm, Random UR"
No,No,not_reviewed_(<100),587447298,"Morphine Confirm, Random UR"
No,No,not_reviewed_(<100),1512333,Mercury Urine ug/L
No,No,not_reviewed_(<100),587446085,"Hydrocodone Confirm, Random UR"
No,No,not_reviewed_(<100),1512332,Mercury Urine ug/day
No,No,not_reviewed_(<100),1512313,Porphobilinogen Urine 24 Hour
No,No,not_reviewed_(<100),1512337,Lead Urine ug/g creat
