med_class,super_table_col_name,med_name,medication_id,med_name,med_name_generic,therapeutic_class,pharmacy_class,pharmacy_subclass,count_14,count_15,count_16,count_17,count_18,count_19,count_20,total
cardiac,NULL,"DIGOXIN 25 MCG/ML (NICU) IV SYRINGE""""",600992,"DIGOXIN 25 MCG/ML (NICU) IV SYRINGE""""",NULL,Cardiovascular Agents,Cardiotonics,Cardiac Glycosides,0,0,0,22,0,0,0,22
cardiac,NULL,"ESMOLOL DRIP (NICU) 5 MG/ML IV SYRINGE""""",600427,"ESMOLOL DRIP (NICU) 5 MG/ML IV SYRINGE""""",NULL,NULL,NULL,NULL,0,0,1,0,12,0,0,13
cardiac,NULL,"METOPROLOL TARTRATE 1 MG/ML IV SOLN""""",5007,"METOPROLOL TARTRATE 1 MG/ML IV SOLN""""",Metoprolol Tartrate,Cardiovascular Agents,Beta Blockers,Beta Blockers Cardio-Selective,3,0,4,0,0,0,0,7
cardiac,NULL,"NITROGLYCERIN IN D5W 100-5 MCG/ML-% IV SOLN""""",15858,"NITROGLYCERIN IN D5W 100-5 MCG/ML-% IV SOLN""""",Nitroglycerin in D5W,Cardiovascular Agents,Antianginal Agents,Nitrates,2,2,0,2,0,0,0,6
cardiac,NULL,"HYDRALAZINE HCL 20 MG/ML IJ SOLN""""",3697,"HYDRALAZINE HCL 20 MG/ML IJ SOLN""""",hydrALAZINE HCl,Cardiovascular Agents,Antihypertensive,Vasodilators,0,0,1,2,1,0,0,4
cardiac,NULL,"NITROGLYCERIN 200 MCG/ML D5W 5 ML IV SYRINGE ANGIO""""",600811,"NITROGLYCERIN 200 MCG/ML D5W 5 ML IV SYRINGE ANGIO""""",NULL,Cardiovascular Agents,Antianginal Agents,Nitrates,0,0,0,0,0,1,3,4
cardiac,NULL,"NITROPRUSSIDE SODIUM 25 MG/ML IV SOLN""""",18908,"NITROPRUSSIDE SODIUM 25 MG/ML IV SOLN""""",Nitroprusside Sodium,Cardiovascular Agents,Antihypertensive,Vasodilators,2,0,0,0,0,0,0,2
cardiac,NULL,"MILRINONE IN DEXTROSE 200-5 MCG/ML-% IV SOLN""""",32950,"MILRINONE IN DEXTROSE 200-5 MCG/ML-% IV SOLN""""",Milrinone Lactate in Dextrose,Cardiovascular Agents,Cardiotonics,Phosphodiesterase Inhibitors,2,0,0,0,0,0,0,2
cardiac,NULL,SILDENAFIL CITRATE DRIP (NICU) IV SYRINGE,900323,SILDENAFIL CITRATE DRIP (NICU) IV SYRINGE,NULL,NULL,NULL,NULL,0,0,0,0,0,2,0,2
cardiac,NULL,"AMIODARONE 2 MG/ML D5W (NICU) IV SYRINGE""""",600928,"AMIODARONE 2 MG/ML D5W (NICU) IV SYRINGE""""",Amiodarone HCl,Cardiovascular Agents,Antiarrhythmic,Antiarrhythmics Type III,0,0,0,0,0,2,0,2
cardiac,NULL,"AMIODARONE HCL IN DEXTROSE 150-5 MG/100ML-% IV SOLN""""",132994,"AMIODARONE HCL IN DEXTROSE 150-5 MG/100ML-% IV SOLN""""",Amiodarone HCl in Dextrose,Cardiovascular Agents,Antiarrhythmic,Antiarrhythmics Type III,0,0,0,1,0,0,0,1
cardiac,NULL,"DILTIAZEM HCL 125 MG/25ML IV SOLN""""",97253,"DILTIAZEM HCL 125 MG/25ML IV SOLN""""",dilTIAZem HCl,Cardiovascular Agents,Calcium Blockers,Calcium Channel Blockers,0,0,0,0,1,0,0,1
cardiac,NULL,"DIGOXIN 0.25 MG/ML IJ SOLN""""",2442,"DIGOXIN 0.25 MG/ML IJ SOLN""""",Digoxin,Cardiovascular Agents,Cardiotonics,Cardiac Glycosides,0,0,0,0,1,0,0,1
cardiac,NULL,"NITROGLYCERIN 1 MG/ML IV SOLN""""",123121,"NITROGLYCERIN 1 MG/ML IV SOLN""""",Nitroglycerin,Cardiovascular Agents,Antianginal Agents,Nitrates,0,0,0,0,0,0,1,1
contrast,NULL,"IOHEXOL 350 MG/ML IV SOLN""""",10323,"IOHEXOL 350 MG/ML IV SOLN""""",Iohexol,Miscellaneous Products,Diagnostic Products,Radiographic Contrast Media,15279,15316,17226,19038,19958,21197,9846,117860
contrast,NULL,"IOHEXOL 300 MG/ML IJ SOLN""""",10322,"IOHEXOL 300 MG/ML IJ SOLN""""",Iohexol,Miscellaneous Products,Diagnostic Products,Radiographic Contrast Media,0,1,2,6,0,0,1,10
contrast,NULL,"IODIXANOL 270 MG/ML IV SOLN""""",17594,"IODIXANOL 270 MG/ML IV SOLN""""",Iodixanol,Miscellaneous Products,Diagnostic Products,Radiographic Contrast Media,0,0,1,0,1,0,0,2
crystalloid,NULL,NORMAL SALINE FLUSH 0.9 % IV SOLN,116540,NORMAL SALINE FLUSH 0.9 % IV SOLN,Sodium Chloride Flush,Nutritional Products,Minerals & Electrolytes,Sodium,62092,154546,199284,239506,289013,302037,120089,1366567
crystalloid,NULL,SODIUM CHLORIDE 0.9 % IV SOLN,27838,SODIUM CHLORIDE 0.9 % IV SOLN,Sodium Chloride,Nutritional Products,Minerals & Electrolytes,Sodium,156600,164993,164861,175542,144780,118447,45803,971026
crystalloid,NULL,LACTATED RINGERS IV SOLN,4318,LACTATED RINGERS IV SOLN,Lactated Ringers,Nutritional Products,Minerals & Electrolytes,Electrolyte Mixtures,34004,35541,40702,43496,57421,61154,29546,301864
crystalloid,NULL,LACTATED RINGERS IV BOLUS ML,400296,LACTATED RINGERS IV BOLUS ML,Lactated Ringer's Solution,Nutritional Products,Minerals & Electrolytes,Electrolyte Mixtures,8461,10655,13361,19450,39067,54404,30259,175657
crystalloid,NULL,DEXTROSE 50 % IV SOLN,2365,DEXTROSE 50 % IV SOLN,Dextrose,Nutritional Products,Nutrients,Carbohydrates,17095,18537,21427,26544,33982,37500,18215,173300
crystalloid,NULL,SODIUM CHLORIDE 0.9 % IV BOLUS,400291,SODIUM CHLORIDE 0.9 % IV BOLUS,Sodium Chloride IV SOLN,Nutritional Products,Minerals & Electrolytes,Sodium,22263,20757,19483,21473,31077,29714,9648,154415
crystalloid,NULL,DEXTROSE 5 % IV SOLN,2364,DEXTROSE 5 % IV SOLN,Dextrose,Nutritional Products,Nutrients,Carbohydrates,18493,16646,15917,19075,22317,20722,8791,121961
crystalloid,NULL,DEXTROSE-NACL 5-0.45 % IV SOLN,15861,DEXTROSE-NACL 5-0.45 % IV SOLN,Dextrose-Sodium Chloride,Nutritional Products,Minerals & Electrolytes,Electrolyte Mixtures,16472,14873,16325,21050,13089,11638,4097,97544
crystalloid,NULL,DEXTROSE-NACL 5-0.9 % IV SOLN,15882,DEXTROSE-NACL 5-0.9 % IV SOLN,Dextrose-Sodium Chloride,Nutritional Products,Minerals & Electrolytes,Electrolyte Mixtures,7035,5422,7199,8733,7927,7719,2867,46902
crystalloid,NULL,DEXTROSE IN LACTATED RINGERS 5 % IV SOLN,9788,DEXTROSE IN LACTATED RINGERS 5 % IV SOLN,Dextrose in Lactated Ringers,Nutritional Products,Minerals & Electrolytes,Electrolyte Mixtures,1923,1516,1750,2705,8200,10471,5219,31784
crystalloid,NULL,DEXTROSE 10 % IV SOLN,2357,DEXTROSE 10 % IV SOLN,Dextrose,Nutritional Products,Nutrients,Carbohydrates,2219,2702,3436,3997,5773,6395,3216,27738
crystalloid,NULL,"SODIUM CHLORIDE 4 MEQ/ML IV SOLN""""",7322,"SODIUM CHLORIDE 4 MEQ/ML IV SOLN""""",Sodium Chloride,Nutritional Products,Minerals & Electrolytes,Sodium,2491,3305,3776,3917,2397,4195,2278,22359
crystalloid,NULL,PLASMA-LYTE A IV SOLN,6331,PLASMA-LYTE A IV SOLN,Electrolyte-A,Nutritional Products,Minerals & Electrolytes,Electrolyte Mixtures,0,1615,4053,3151,2865,4407,1983,18074
crystalloid,NULL,PLASMA-LYTE A IV BOLUS,600722,PLASMA-LYTE A IV BOLUS,Electrolyte-A Solution,Nutritional Products,Minerals & Electrolytes,Electrolyte Mixtures,0,32,2550,3602,3488,4528,2199,16399
crystalloid,NULL,SODIUM CHLORIDE 0.45 % IV SOLN,7318,SODIUM CHLORIDE 0.45 % IV SOLN,Sodium Chloride,Nutritional Products,Minerals & Electrolytes,Sodium,3047,2840,2232,2887,2380,1578,653,15617
crystalloid,NULL,SODIUM CHLORIDE 3 % IV SOLN,7321,SODIUM CHLORIDE 3 % IV SOLN,Sodium Chloride,Nutritional Products,Minerals & Electrolytes,Sodium,703,1107,1326,1265,2033,2860,1504,10798
crystalloid,NULL,NICU VARIABLE DEXTROSE INFUSION,400262,NICU VARIABLE DEXTROSE INFUSION,NULL,NULL,NULL,NULL,1020,1650,1956,1916,1564,1800,751,10657
crystalloid,NULL,SODIUM BICARBONATE DRIP,410037,SODIUM BICARBONATE DRIP,NULL,NULL,NULL,NULL,1850,1739,2016,1975,187,172,6,7945
crystalloid,NULL,"LACTATED RINGERS IV BOLUS ML/KG""""",600858,"LACTATED RINGERS IV BOLUS ML/KG""""",Lactated Ringer's Solution,Nutritional Products,Minerals & Electrolytes,Electrolyte Mixtures,0,0,0,2020,2184,2616,1019,7839
crystalloid,NULL,BANANA BAG WITH MVI IVF- PHARMACY COMPOUNDED,900152,BANANA BAG WITH MVI IVF- PHARMACY COMPOUNDED,NULL,NULL,NULL,NULL,1628,1653,1945,2,0,0,0,5228
crystalloid,NULL,DEXTROSE 5 % FLUSH-AMPHO PANEL,600779,DEXTROSE 5 % FLUSH-AMPHO PANEL,Dextrose 5%,Nutritional Products,Nutrients,Carbohydrates,0,0,16,1244,1278,1181,720,4439
crystalloid,NULL,DEXTROSE 5 % IV BOLUS,400293,DEXTROSE 5 % IV BOLUS,DEXTROSE 5 %,Nutritional Products,Nutrients,Carbohydrates,145,192,462,676,1050,995,466,3986
crystalloid,NULL,"SODIUM BICARBONATE-DEXTROSE 150 MEQ/L IV SOLN""""",140418,"SODIUM BICARBONATE-DEXTROSE 150 MEQ/L IV SOLN""""",Sodium Bicarbonate-Dextrose,Nutritional Products,Minerals & Electrolytes,Bicarbonates,0,0,0,0,678,1970,855,3503
crystalloid,NULL,DEXTROSE 10% (NICU) IV BOLUS,600457,DEXTROSE 10% (NICU) IV BOLUS,Dextrose 10,Nutritional Products,Nutrients,Carbohydrates,240,262,320,367,317,359,195,2060
crystalloid,NULL,MANNITOL 20 % IV SOLN,4749,MANNITOL 20 % IV SOLN,Mannitol,Cardiovascular Agents,Diuretics,Osmotic Diuretics,192,336,237,253,347,440,223,2028
crystalloid,NULL,"D10 1/2NS""""",900156,"D10 1/2NS""""",NULL,NULL,NULL,NULL,482,383,260,817,75,0,0,2017
crystalloid,NULL,DEXTROSE 5 % AND 0.45 % NACL IV BOLUS,400295,DEXTROSE 5 % AND 0.45 % NACL IV BOLUS,DEXTROSE 5 % AND 0.45 % NACL,Nutritional Products,Nutrients,Carbohydrates,152,215,388,382,375,317,127,1956
crystalloid,NULL,DEXTROSE-NACL 5-0.2 % IV SOLN,15863,DEXTROSE-NACL 5-0.2 % IV SOLN,Dextrose-Sodium Chloride,Nutritional Products,Minerals & Electrolytes,Electrolyte Mixtures,213,97,144,152,521,408,159,1694
crystalloid,NULL,DEXTROSE-NACL 10-0.2 % IV SOLN,15865,DEXTROSE-NACL 10-0.2 % IV SOLN,Dextrose-Sodium Chloride,Nutritional Products,Minerals & Electrolytes,Electrolyte Mixtures,373,221,276,114,170,242,17,1413
crystalloid,NULL,"SODIUM CHLORIDE 2.5 MEQ/ML IJ SOLN""""",7320,"SODIUM CHLORIDE 2.5 MEQ/ML IJ SOLN""""",Sodium Chloride,Nutritional Products,Minerals & Electrolytes,Sodium,0,0,0,0,1172,0,0,1172
crystalloid,NULL,SODIUM BICARBONATE 4.2 % IV SOLN,7306,SODIUM BICARBONATE 4.2 % IV SOLN,Sodium Bicarbonate,Nutritional Products,Minerals & Electrolytes,Bicarbonates,152,154,194,202,135,207,57,1101
crystalloid,NULL,DEXTROSE 5 % AND 0.9 % NACL IV BOLUS,400294,DEXTROSE 5 % AND 0.9 % NACL IV BOLUS,DEXTROSE 5 % AND 0.9 % NACL IV,Nutritional Products,Nutrients,Carbohydrates,91,132,93,162,159,161,103,901
crystalloid,NULL,SODIUM BICARBONATE 150 MEQ IN D5W 1000 ML PREMIX,600606,SODIUM BICARBONATE 150 MEQ IN D5W 1000 ML PREMIX,NULL,Nutritional Products,Minerals & Electrolytes,Bicarbonates,0,0,0,0,890,3,0,893
crystalloid,NULL,DEXTROSE 5 % IN LACTATED RINGERS IV BOLUS,400297,DEXTROSE 5 % IN LACTATED RINGERS IV BOLUS,DEXTROSE 5 % IN LACTATED RINGERS,Nutritional Products,Nutrients,Carbohydrates,33,21,24,71,166,280,162,757
crystalloid,NULL,SODIUM CHLORIDE 0.45 % IV BOLUS,400292,SODIUM CHLORIDE 0.45 % IV BOLUS,ODIUM CHLORIDE 0.45 % IV,Nutritional Products,Minerals & Electrolytes,Sodium,113,119,136,91,112,75,58,704
crystalloid,NULL,DEXTROSE-NACL 5-0.225 % IV SOLN,17858,DEXTROSE-NACL 5-0.225 % IV SOLN,Dextrose-Sodium Chloride,Nutritional Products,Minerals & Electrolytes,Electrolyte Mixtures,0,0,0,386,314,0,0,700
crystalloid,NULL,DEXTROSE 20 % IV SOLN,2359,DEXTROSE 20 % IV SOLN,Dextrose,Nutritional Products,Nutrients,Carbohydrates,22,30,32,119,59,70,81,413
crystalloid,NULL,SODIUM CHLORIDE 5 % IV SOLN,7323,SODIUM CHLORIDE 5 % IV SOLN,Sodium Chloride,Nutritional Products,Minerals & Electrolytes,Sodium,0,0,0,131,173,0,0,304
crystalloid,NULL,BANANA BAG IVF BUILDER,900151,BANANA BAG IVF BUILDER,NULL,NULL,NULL,NULL,71,38,0,0,0,0,0,109
crystalloid,NULL,SODIUM CHLORIDE 0.9 % IJ SOLN,7319,SODIUM CHLORIDE 0.9 % IJ SOLN,Sodium Chloride,Nutritional Products,Minerals & Electrolytes,Sodium,0,0,0,22,36,45,0,103
crystalloid,NULL,"DEXTROSE 8.5%/0.45% NACL""""",900234,"DEXTROSE 8.5%/0.45% NACL""""",NULL,NULL,NULL,NULL,0,74,8,2,0,0,0,84
crystalloid,NULL,MANNITOL 25 % IV SOLN,4750,MANNITOL 25 % IV SOLN,Mannitol,Cardiovascular Agents,Diuretics,Osmotic Diuretics,41,8,7,7,3,1,2,69
crystalloid,NULL,DEXTROSE 30% 1000 ML,900593,DEXTROSE 30% 1000 ML,NULL,NULL,NULL,NULL,0,0,0,18,0,35,0,53
crystalloid,NULL,"DEXTROSE 250 MG/ML IV SOLN""""",2361,"DEXTROSE 250 MG/ML IV SOLN""""",Dextrose,Nutritional Products,Nutrients,Carbohydrates,6,3,6,8,9,6,4,42
crystalloid,NULL,SODIUM CHLORIDE (PF) 0.9 % IJ SOLN,144962,SODIUM CHLORIDE (PF) 0.9 % IJ SOLN,Sodium Chloride,Nutritional Products,Minerals & Electrolytes,Sodium,0,0,0,0,0,7,16,23
crystalloid,NULL,DEXTROSE 30% 750 ML,900216,DEXTROSE 30% 750 ML,NULL,NULL,NULL,NULL,1,0,0,10,0,0,0,11
crystalloid,NULL,D5W 500 ML + KCL + MAGNESIUM,900019,D5W 500 ML + KCL + MAGNESIUM,NULL,NULL,NULL,NULL,9,1,0,0,0,0,0,10
crystalloid,NULL,SODIUM TETRADECYL SULFATE 3 % IV SOLN,41793,SODIUM TETRADECYL SULFATE 3 % IV SOLN,Sodium Tetradecyl Sulfate,Miscellaneous Products,Assorted Classes,Sclerosing Agents,0,0,3,0,0,0,3,6
crystalloid,NULL,D5W + 0.45% NACL 1000 ML + ADDITIVES,410012,D5W + 0.45% NACL 1000 ML + ADDITIVES,NULL,NULL,NULL,NULL,0,0,0,0,4,0,0,4
crystalloid,NULL,DEXTROSE 5% IV FLUID- FOR PHARMACY ADMIXTURE DURING CRITICAL SHORTAGE,900283,DEXTROSE 5% IV FLUID- FOR PHARMACY ADMIXTURE DURING CRITICAL SHORTAGE,NULL,NULL,NULL,NULL,0,0,0,3,0,0,0,3
crystalloid,NULL,DEXTROSE 5% FLUSH 2 ML IV SYRINGE (NICU),600456,DEXTROSE 5% FLUSH 2 ML IV SYRINGE (NICU),NULL,Nutritional Products,Nutrients,Carbohydrates,0,0,0,0,0,3,0,3
crystalloid,NULL,BUFFERED 3 % SALINE 1000 ML,900532,BUFFERED 3 % SALINE 1000 ML,NULL,NULL,NULL,NULL,0,0,2,0,0,0,0,2
crystalloid,NULL,PLASMA-LYTE 148 IV SOLN,6330,PLASMA-LYTE 148 IV SOLN,Electrolyte-148,Nutritional Products,Minerals & Electrolytes,Electrolyte Mixtures,0,0,0,2,0,0,0,2
crystalloid,NULL,SODIUM BICARBONATE 7.5 % IV SOLN,7308,SODIUM BICARBONATE 7.5 % IV SOLN,Sodium Bicarbonate,Nutritional Products,Minerals & Electrolytes,Bicarbonates,0,0,0,1,0,0,0,1
hypnotics,NULL,"MIDAZOLAM 50MG/NS 50ML PREMIX""""",600037,"MIDAZOLAM 50MG/NS 50ML PREMIX""""",NULL,Central Nervous System Drugs,Hypnotics,Non-Barbiturate Hypnotics,10659,10093,10942,7602,10968,11339,2528,64131
hypnotics,NULL,LORAZEPAM INFUSION,400185,LORAZEPAM INFUSION,NULL,NULL,NULL,NULL,4097,6422,6331,3811,2855,1899,713,26128
hypnotics,NULL,MIDAZOLAM INFUSION ADULT > 50 ML,400190,MIDAZOLAM INFUSION ADULT > 50 ML,NULL,NULL,NULL,NULL,489,907,1737,1690,2354,4398,451,12026
hypnotics,NULL,"MIDAZOLAM HCL-SODIUM CHLORIDE 50-0.8 MG/50ML-% IV SOLN""""",147993,"MIDAZOLAM HCL-SODIUM CHLORIDE 50-0.8 MG/50ML-% IV SOLN""""",Midazolam HCl-Sodium Chloride,Central Nervous System Drugs,Hypnotics,Non-Barbiturate Hypnotics,0,0,0,0,0,0,1408,1408
hypnotics,NULL,"MIDAZOLAM INFUSION 2 MG/ML- DOUBLE CONCENTRATED""""",900331,"MIDAZOLAM INFUSION 2 MG/ML- DOUBLE CONCENTRATED""""",NULL,NULL,NULL,NULL,0,0,0,0,0,119,1161,1280
hypnotics,NULL,"MIDAZOLAM HCL-SODIUM CHLORIDE 100-0.8 MG/100ML-% IV SOLN""""",147994,"MIDAZOLAM HCL-SODIUM CHLORIDE 100-0.8 MG/100ML-% IV SOLN""""",Midazolam HCl-Sodium Chloride,Central Nervous System Drugs,Hypnotics,Non-Barbiturate Hypnotics,0,0,0,0,0,0,437,437
hypnotics,NULL,"MIDAZOLAM 1MG/ML IV BOLUS FROM BAG""""",600593,"MIDAZOLAM 1MG/ML IV BOLUS FROM BAG""""",NULL,Central Nervous System Drugs,Hypnotics,Non-Barbiturate Hypnotics,21,32,27,28,44,65,23,240
hypnotics,NULL,"MIDAZOLAM 50MG/NS 50ML PREMIX PED-DO NOT USE""""",600238,"MIDAZOLAM 50MG/NS 50ML PREMIX PED-DO NOT USE""""",NULL,Central Nervous System Drugs,Hypnotics,Non-Barbiturate Hypnotics,117,0,0,0,0,0,0,117
hypnotics,NULL,LORAZEPAM IV BOLUS FROM BAG,600592,LORAZEPAM IV BOLUS FROM BAG,NULL,Central Nervous System Drugs,Antianxiety Agents,Benzodiazepines,4,4,3,16,34,46,2,109
hypnotics,NULL,MIDAZOLAM DRIP (NICU),900106,MIDAZOLAM DRIP (NICU),NULL,NULL,NULL,NULL,0,36,0,6,3,46,2,93
hypnotics,NULL,"MIDAZOLAM HCL 50 MG/10ML IJ SOLN""""",93523,"MIDAZOLAM HCL 50 MG/10ML IJ SOLN""""",Midazolam HCl,Central Nervous System Drugs,Hypnotics,Non-Barbiturate Hypnotics,0,85,0,1,1,0,1,88
hypnotics,NULL,"LORAZEPAM 2 MG/ML IJ SOLN""""",10467,"LORAZEPAM 2 MG/ML IJ SOLN""""",LORazepam,Central Nervous System Drugs,Antianxiety Agents,Benzodiazepines,0,0,0,3,2,0,0,5
hypnotics,NULL,"MIDAZOLAM HCL 2 MG/2ML IJ SOLN""""",40872,"MIDAZOLAM HCL 2 MG/2ML IJ SOLN""""",Midazolam HCl,Central Nervous System Drugs,Hypnotics,Non-Barbiturate Hypnotics,0,0,0,1,0,1,0,2
hypnotics,NULL,"MIDAZOLAM HCL 5 MG/ML IJ SOLN""""",10608,"MIDAZOLAM HCL 5 MG/ML IJ SOLN""""",Midazolam HCl,Central Nervous System Drugs,Hypnotics,Non-Barbiturate Hypnotics,0,0,0,0,0,1,1,2
other,NULL,"INSULIN DRIP 100 UNITS/100 ML NS-GLUCOMMANDER""""",900257,"INSULIN DRIP 100 UNITS/100 ML NS-GLUCOMMANDER""""",NULL,NULL,NULL,NULL,0,0,6678,25396,26531,25768,11011,95384
other,NULL,"FAMOTIDINE 20 MG/2ML IV SOLN""""",123468,"FAMOTIDINE 20 MG/2ML IV SOLN""""",Famotidine,Gastrointestinal Agents,Ulcer Drugs,H-2 Antagonists,5142,15597,15634,12974,12603,8089,2274,72313
other,NULL,"KCL 40 MEQ/500 ML""""",900055,"KCL 40 MEQ/500 ML""""",NULL,NULL,NULL,NULL,7563,7713,9404,11371,8468,10219,4178,58916
other,NULL,OXYTOCIN 30 UNITS IN 500ML NS,900127,OXYTOCIN 30 UNITS IN 500ML NS,NULL,Endocrine & Metabolic Drugs,Oxytocics,Oxytocics,6799,10321,9328,10170,10967,7639,0,55224
other,NULL,"MAGNESIUM SULFATE 4 GM/100ML IV SOLN""""",129088,"MAGNESIUM SULFATE 4 GM/100ML IV SOLN""""",Magnesium Sulfate,Nutritional Products,Minerals & Electrolytes,Magnesium,0,0,0,0,13486,25054,11927,50467
other,NULL,"KCL IN DEXTROSE-NACL 20-5-0.45 MEQ/L-%-% IV SOLN""""",102459,"KCL IN DEXTROSE-NACL 20-5-0.45 MEQ/L-%-% IV SOLN""""",KCl in Dextrose-NaCl,Nutritional Products,Minerals & Electrolytes,Electrolyte Mixtures,5143,5026,5146,5387,7462,5426,1810,35400
other,NULL,INSULIN DRIP - DKA,400024,INSULIN DRIP - DKA,NULL,NULL,NULL,NULL,4971,5435,5979,6634,6320,3996,1339,34674
other,NULL,ALBUMIN HUMAN 25 % IV SOLN,8981,ALBUMIN HUMAN 25 % IV SOLN,Albumin Human,Hematological Agents,Misc. Hematological,Plasma Proteins,3713,4314,3728,4143,6568,7209,3261,32936
other,NULL,LEVETIRACETAM <1500 MG IN 250ML IVPB,400180,LEVETIRACETAM <1500 MG IN 250ML IVPB,NULL,NULL,NULL,NULL,0,8615,12576,9671,6,1,0,30869
other,NULL,TPN NEONATAL GRADY 2-IN-1,40820001001,TPN NEONATAL GRADY 2-IN-1,NULL,NULL,NULL,NULL,3629,4240,4909,5244,5339,4616,1468,29445
other,NULL,MAGNESIUM SULFATE 2 G IN 50ML D5W PREMIX,600397,MAGNESIUM SULFATE 2 G IN 50ML D5W PREMIX,NULL,Nutritional Products,Minerals & Electrolytes,Magnesium,5978,6288,5111,6989,4774,0,0,29140
other,NULL,TPN ADULT GRADY CENTRAL,40820001000,TPN ADULT GRADY CENTRAL,NULL,NULL,NULL,NULL,3543,4818,4582,3228,4911,5094,1850,28026
other,NULL,FUROSEMIDE (LASIX) IVPB >= 100 MG,900232,FUROSEMIDE (LASIX) IVPB >= 100 MG,NULL,NULL,NULL,NULL,0,428,3535,4914,7546,7647,3884,27954
other,NULL,"PARICALCITOL 2 MCG/ML IV SOLN""""",31688,"PARICALCITOL 2 MCG/ML IV SOLN""""",Paricalcitol,Endocrine & Metabolic Drugs,Misc. Endocrine,Metabolic Modifiers,1174,188,4866,5416,6245,5932,4050,27871
other,NULL,LEVETIRACETAM >=1500 MG IN 250ML IVPB,600454,LEVETIRACETAM >=1500 MG IN 250ML IVPB,NULL,NULL,NULL,NULL,12584,6814,3623,3456,9,5,7,26498
other,NULL,"INSULIN DRIP-NON DKA FOR BG TARGET 110-180 MG/DL""""",900183,"INSULIN DRIP-NON DKA FOR BG TARGET 110-180 MG/DL""""",NULL,NULL,NULL,NULL,8102,10806,3909,26,15,0,0,22858
other,NULL,"LEVETIRACETAM IN NACL 1000 MG/100ML IV SOLN""""",112304,"LEVETIRACETAM IN NACL 1000 MG/100ML IV SOLN""""",levETIRAcetam in NaCl,Neuromuscular Drugs,Anticonvulsant,Anticonvulsants - Misc.,0,0,0,3040,6470,8163,4886,22559
other,NULL,"POTASSIUM CHLORIDE 20 MEQ/100ML IV SOLN""""",11076,"POTASSIUM CHLORIDE 20 MEQ/100ML IV SOLN""""",Potassium Chloride,Nutritional Products,Minerals & Electrolytes,Potassium,2743,3145,3012,2750,3688,3495,1450,20283
other,NULL,THIAMINE IVPB,400221,THIAMINE IVPB,NULL,NULL,NULL,NULL,554,1505,1752,2718,4971,4858,2721,19079
other,NULL,"NA FERRIC GLUC CPLX IN SUCROSE 12.5 MG/ML IV SOLN""""",24932,"NA FERRIC GLUC CPLX IN SUCROSE 12.5 MG/ML IV SOLN""""",Na Ferric Gluc Cplx in Sucrose,Hematological Agents,Hematopoietic Agents,Iron,1042,2503,3665,3688,2062,1365,2998,17323
other,NULL,FAT EMULSION PLANT BASED 20 % IV EMUL,10014,FAT EMULSION PLANT BASED 20 % IV EMUL,Fat Emulsion Plant Based,Nutritional Products,Nutrients,Lipids,2143,2306,2837,2917,3201,2649,738,16791
other,NULL,MAGNESIUM SULFATE 4 G IN 50ML D5W PREMIX,600398,MAGNESIUM SULFATE 4 G IN 50ML D5W PREMIX,NULL,Nutritional Products,Minerals & Electrolytes,Magnesium,3890,3645,2779,4033,2035,0,0,16382
other,NULL,"GADOBENATE DIMEGLUMINE 529 MG/ML IV SOLN""""",41137,"GADOBENATE DIMEGLUMINE 529 MG/ML IV SOLN""""",Gadobenate Dimeglumine,Miscellaneous Products,Diagnostic Products,Miscellaneous Contrast Media,3003,2825,2524,3664,3436,448,41,15941
other,NULL,"OXYTOCIN-SODIUM CHLORIDE 30-0.9 UT/500ML-% IV SOLN""""",134827,"OXYTOCIN-SODIUM CHLORIDE 30-0.9 UT/500ML-% IV SOLN""""",Oxytocin-Sodium Chloride,Endocrine & Metabolic Drugs,Oxytocics,Oxytocics,0,0,0,0,0,5287,9097,14384
other,NULL,MAGNESIUM SULFATE IN NS/D5W 250,900028,MAGNESIUM SULFATE IN NS/D5W 250," 500 OR 1000 ML""""",2/10/2014 6:00,NULL,NULL,NULL,1753,2426,3349,4263,1419,39,13249
other,NULL,CALCIUM GLUCONATE IVPB,400061,CALCIUM GLUCONATE IVPB,NULL,NULL,NULL,NULL,1450,1466,1691,2383,2500,2400,1086,12976
other,NULL,PANTOPRAZOLE INFUSION,400203,PANTOPRAZOLE INFUSION,NULL,NULL,NULL,NULL,2829,2683,1921,1953,1484,965,238,12073
other,NULL,"POTASSIUM CHLORIDE 10 MEQ/100ML IV SOLN""""",11074,"POTASSIUM CHLORIDE 10 MEQ/100ML IV SOLN""""",Potassium Chloride,Nutritional Products,Minerals & Electrolytes,Potassium,1417,1811,1142,979,2943,2643,883,11818
other,NULL,LACOSAMIDE IVPB,900166,LACOSAMIDE IVPB,NULL,NULL,NULL,NULL,288,1057,1625,1287,1919,3348,1633,11157
other,NULL,"KCL IN DEXTROSE-NACL 10-5-0.45 MEQ/L-%-% IV SOLN""""",102456,"KCL IN DEXTROSE-NACL 10-5-0.45 MEQ/L-%-% IV SOLN""""",KCl in Dextrose-NaCl,Nutritional Products,Minerals & Electrolytes,Electrolyte Mixtures,216,1096,1726,2384,2887,2007,837,11153
other,NULL,ALBUMIN HUMAN 5 % IV SOLN,8982,ALBUMIN HUMAN 5 % IV SOLN,Albumin Human,Hematological Agents,Misc. Hematological,Plasma Proteins,424,657,912,1839,3576,2652,1066,11126
