import,super_table_col_name,component_id,component,proc_cat_name,proc_desc
No,Not Import,52283,Promyelocytes,Cerebrospinal Fluid,Hematology
No,Not Import,52284,Promyelocytes#,Cerebrospinal Fluid,Hematology
No,Not Import,52285,"RBC, CSF",Cerebrospinal Fluid,Hematology
No,Not Import,52286,"Total Nucleated Cells, CSF",Cerebrospinal Fluid,Hematology
No,Not Import,52287,Voided Specimen,Cerebrospinal Fluid,Hematology
No,Not Import,52288,Young,Cerebrospinal Fluid,Hematology
No,Not Import,52289,Young#,Cerebrospinal Fluid,Hematology
No,Not Import,52290,Dna,I,Hematology
No,Not Import,52291,Atyps#,Joint Fluid,Hematology
No,Not Import,52292,Bands#,Joint Fluid,Hematology
No,Not Import,52293,Basos#,Joint Fluid,Hematology
No,Not Import,52294,Blasts,Joint Fluid,Hematology
No,Not Import,52295,Blasts#,Joint Fluid,Hematology
No,Not Import,52296,Eos#,Joint Fluid,Hematology
No,Not Import,52297,Histio#,Joint Fluid,Hematology
No,Not Import,52298,Histiocyte,Joint Fluid,Hematology
No,Not Import,52299,Hypersegmented Neutrophils,Joint Fluid,Hematology
No,Not Import,52300,Hypersegmented Neutrophils #,Joint Fluid,Hematology
No,Not Import,52301,Lining Cell,Joint Fluid,Hematology
No,Not Import,52302,Lymphs#,Joint Fluid,Hematology
No,Not Import,52303,Metas#,Joint Fluid,Hematology
No,Not Import,52304,Monos#,Joint Fluid,Hematology
No,Not Import,52305,Myelocytes,Joint Fluid,Hematology
No,Not Import,52306,Myelos#,Joint Fluid,Hematology
No,Not Import,52307,Plasma,Joint Fluid,Hematology
No,Not Import,52308,Plasma#,Joint Fluid,Hematology
No,Not Import,52309,Polys#,Joint Fluid,Hematology
No,Not Import,52310,Promyelo#,Joint Fluid,Hematology
No,Not Import,52311,Promyelocytes,Joint Fluid,Hematology
No,Not Import,52312,"Total Nucleated Cells, Joint",Joint Fluid,Hematology
No,Not Import,52313,Voided Specimen,Joint Fluid,Hematology
No,Not Import,52314,Young,Joint Fluid,Hematology
No,Not Import,52315,Young#,Joint Fluid,Hematology
No,Not Import,52316,Acid Phosphatase Stain,Bone Marrow,Hematology
No,Not Import,52317,Asd,Bone Marrow,Hematology
No,Not Import,52318,Asd&na-f,Bone Marrow,Hematology
No,Not Import,52319,CD 1a,Bone Marrow,Hematology
No,Not Import,52320,CD30,Bone Marrow,Hematology
No,Not Import,52321,CD42,Bone Marrow,Hematology
No,Not Import,52322,CD52,Bone Marrow,Hematology
No,Not Import,52323,CD61,Bone Marrow,Hematology
No,Not Import,52324,CD62,Bone Marrow,Hematology
No,Not Import,52325,Chloroacetate Esterase,Bone Marrow,Hematology
No,Not Import,52326,Naphthol Acetate Stain,Bone Marrow,Hematology
No,Not Import,52327,Naphthol Butryrate,Bone Marrow,Hematology
No,Not Import,52328,Periodic Schiff Stain,Bone Marrow,Hematology
No,Not Import,52329,Peroxidase Stain,Bone Marrow,Hematology
No,Not Import,52330,Sudan Black Stain,Bone Marrow,Hematology
No,Not Import,52331,TCR Alpha-Beta,Bone Marrow,Hematology
No,Not Import,52332,TCR Gamma-Delta,Bone Marrow,Hematology
No,Not Import,52333,Tr-acid,Bone Marrow,Hematology
No,Not Import,52334,Voided Specimen,Bone Marrow,Hematology
No,Not Import,52335,TdT,Bone Marrow,Hematology
No,Not Import,52336,Atyps#,Other Body Fluid,Hematology
No,Not Import,52337,Bands#,Other Body Fluid,Hematology
No,Not Import,52338,Basos#,Other Body Fluid,Hematology
No,Not Import,52339,Blasts,Other Body Fluid,Hematology
No,Not Import,52340,Blasts#,Other Body Fluid,Hematology
No,Not Import,52341,CD 1a,Other Body Fluid,Hematology
No,Not Import,52342,CD30,Other Body Fluid,Hematology
No,Not Import,52343,CD42,Other Body Fluid,Hematology
No,Not Import,52344,CD52,Other Body Fluid,Hematology
No,Not Import,52345,CD55,Other Body Fluid,Hematology
No,Not Import,52346,CD59,Other Body Fluid,Hematology
No,Not Import,52347,CD61,Other Body Fluid,Hematology
No,Not Import,52348,CD62,Other Body Fluid,Hematology
No,Not Import,52349,Chloroac,Other Body Fluid,Hematology
No,Not Import,52350,Eos#,Other Body Fluid,Hematology
No,Not Import,52351,Fetal Hgb,Other Body Fluid,Hematology
No,Not Import,52352,FETAL LUNG MATURITY - LBC,Other Body Fluid,Hematology
No,Not Import,52353,Histiocyte#,Other Body Fluid,Hematology
No,Not Import,52354,Histiocytes,Other Body Fluid,Hematology
No,Not Import,52355,Hypersegmented Neutrophils,Other Body Fluid,Hematology
No,Not Import,52356,Hypersegmented Neutrophils#,Other Body Fluid,Hematology
No,Not Import,52357,Iron,Other Body Fluid,Hematology
No,Not Import,52358,Lining Cell,Other Body Fluid,Hematology
Yes,lymphocyte,52359,Lymphs#,Other Body Fluid,Hematology
No,Not Import,52360,Metamyelocytes#,Other Body Fluid,Hematology
No,Not Import,52361,Monos#,Other Body Fluid,Hematology
No,Not Import,52362,Myelos#,Other Body Fluid,Hematology
No,Not Import,52363,NRBC#,Other Body Fluid,Hematology
No,Not Import,52364,Plasma#,Other Body Fluid,Hematology
No,Not Import,52365,Polys#,Other Body Fluid,Hematology
No,Not Import,52366,Promyelocyte#,Other Body Fluid,Hematology
No,Not Import,52367,TCR Alpha-Beta,Other Body Fluid,Hematology
No,Not Import,52368,TCR Gamma-Delta,Other Body Fluid,Hematology
No,Not Import,52369,"Total Nucleated Cells, Other",Other Body Fluid,Hematology
No,Not Import,52370,Voided Specimen,Other Body Fluid,Hematology
No,Not Import,52371,Young,Other Body Fluid,Hematology
No,Not Import,52372,Young#,Other Body Fluid,Hematology
No,Not Import,52373,TdT,Other Body Fluid,Hematology
No,Not Import,52374,,Other Body Fluid,Hematology
No,Not Import,52375,Atyps#,Pleural,Hematology
No,Not Import,52376,Bands#,Pleural,Hematology
No,Not Import,52377,Basos#,Pleural,Hematology
No,Not Import,52378,Blasts#,Pleural,Hematology
No,Not Import,52379,Eos#,Pleural,Hematology
No,Not Import,52380,Histiocyte#,Pleural,Hematology
No,Not Import,52381,Histiocytes,Pleural,Hematology
No,Not Import,52382,Hypersegmented  Neutrophils#,Pleural,Hematology
No,Not Import,52383,Hypersegmented Neutrophils,Pleural,Hematology
Yes,lymphocyte,52384,Lymphs#,Pleural,Hematology
No,Not Import,52385,Metas#,Pleural,Hematology
No,Not Import,52386,Monos#,Pleural,Hematology
No,Not Import,52387,Myelos#,Pleural,Hematology
No,Not Import,52388,Plasma#,Pleural,Hematology
No,Not Import,52389,Polys#,Pleural,Hematology
No,Not Import,52390,Promyelocytes#,Pleural,Hematology
No,Not Import,52391,"Total Nucleated Cells, Pleural",Pleural,Hematology
No,Not Import,52392,Voided Specimen,Pleural,Hematology
No,Not Import,52393,Young#,Pleural,Hematology
No,Not Import,52394,FL1-D,Q,Hematology
No,Not Import,52395,FL1-%FL2,Q,Hematology
No,Not Import,52396,FL1-S,Q,Hematology
No,Not Import,52397,FL2-D,Q,Hematology
No,Not Import,52398,FL2-%FL1,Q,Hematology
No,Not Import,52399,FL2-S,Q,Hematology
No,Not Import,52400,FSC-S,Q,Hematology
No,Not Import,52401,SSC-D,Q,Hematology
No,Not Import,52402,SSC-S,Q,Hematology
No,Not Import,52403,Bile,Stool,Hematology
No,Not Import,52404,Fat,Stool,Hematology
No,Not Import,52405,Prblm,Stool,Hematology
No,Not Import,52406,Voided Specimen,Stool,Hematology
Yes,white_blood_cell_count,52407,WBC,Stool,Hematology
No,Not Import,52408,Bacturia,Urine,Hematology
No,Not Import,52409,Budding Yeast,Urine,Hematology
No,Not Import,52410,Fatty Casts,Urine,Hematology
Yes,hemoglobin,52411,Hgb,Urine,Hematology
No,Not Import,52412,HPF,Urine,Hematology
No,Not Import,52413,Leuks,Urine,Hematology
No,Not Import,52414,LEUKS,Urine,Hematology
No,Not Import,52415,LPF,Urine,Hematology
No,Not Import,52416,Myoglobin,Urine,Hematology
No,Not Import,52417,Pku,Urine,Hematology
No,Not Import,52418,Problem Specimen,Urine,Hematology
No,Not Import,52419,Voided Specimen,Urine,Hematology
No,Not Import,52420,ZZDUMMY,Urine,Hematology
No,Not Import,52421,GATE,Urine,Hematology
No,Not Import,52422,RUN,Urine,Hematology
No,Not Import,52423,SKIP,Urine,Hematology
No,Not Import,52424,RFXUCU,Urine,Hematology
No,Not Import,52425,XUCU,Urine,Hematology
No,Not Import,52426,UCU1,Urine,Hematology
No,Not Import,52427,UCU2,Urine,Hematology
Yes,chloride,52434,"Chloride, Whole Blood",Blood,Blood Gas
Yes,lactic_acid,52442,Lactate,Blood,Blood Gas
Yes,potassium,52452,"Potassium, Whole Blood",Blood,Blood Gas
Yes,sodium,52455,"Sodium, Whole Blood",Blood,Blood Gas
Yes,anion_gap,52500,Anion Gap,Blood,Chemistry
Yes,chloride,52535,Chloride,Blood,Chemistry
Yes,creatinine,52546,Creatinine,Blood,Chemistry
No,Not Import,52548,Cryoglobulin,Blood,Chemistry
Yes,d_dimer,52551,D-Dimer,Blood,Chemistry
No,Not Import,52562,Folate,Blood,Chemistry
Yes,glucose,52569,Glucose,Blood,Chemistry
Yes,potassium,52610,Potassium,Blood,Chemistry
Yes,sodium,52623,Sodium,Blood,Chemistry
Yes,troponin,52642,Troponin I,Blood,Chemistry
Yes,blood_urea_nitrogen_(bun),52647,Urea Nitrogen,Blood,Chemistry
No,Not Import,52703,"Albumin, Urine",Urine,Chemistry
No,Not Import,52720,"HCG, Urine, Qualitative",Urine,Chemistry
Yes,ph,52730,pH,Urine,Chemistry
Yes,lymphocyte,52769,Absolute Lymphocyte Count,Blood,Hematology
No,Not Import,52786,Bleeding Time,Blood,Hematology
No,Not Import,52838,Factor II,Blood,Hematology
No,Not Import,52840,Factor IX,Blood,Hematology
No,Not Import,52842,Factor V,Blood,Hematology
No,Not Import,52844,Factor VII,Blood,Hematology
No,Not Import,52846,Factor VIII,Blood,Hematology
No,Not Import,52849,Factor X,Blood,Hematology
No,Not Import,52851,Factor XI,Blood,Hematology
No,Not Import,52853,Factor XII,Blood,Hematology
No,Not Import,52855,Factor XIII,Blood,Hematology
No,Not Import,52858,Fibrin Degradation Products,Blood,Hematology
No,Not Import,52889,Lupus Anticoagulant,Blood,Hematology
Yes,prothrombin_time_(pt),52921,PT,Blood,Hematology
Yes,partial_prothrombin_time_(ptt),52923,PTT,Blood,Hematology
No,Not Import,52929,Reptilase Time,Blood,Hematology
No,Not Import,52934,"Reticulocyte Count, Manual",Blood,Hematology
Yes,thrombin_time,52948,Thrombin,Blood,Hematology
No,Not Import,52955,CD10,Bone Marrow,Hematology
No,Not Import,52992,Iron Stain,Bone Marrow,Hematology
No,Not Import,53012,NRBC,Joint Fluid,Hematology
No,Not Import,53083,NRBC,Pleural,Hematology
Yes,alanine_aminotransferase_(alt),53084,Alanine Aminotransferase,Blood,Chemistry
Yes,albumin,53085,Albumin,Blood,Chemistry
Yes,alkaline_phosphatase,53086,Alkaline Phosphatase,Blood,Chemistry
Yes,amylase,53087,Amylase,Blood,Chemistry
Yes,aspartate_aminotransferase_(ast),53088,Asparate Aminotransferase,Blood,Chemistry
Yes,bilirubin_total,53089,"Bilirubin, Total",Blood,Chemistry
No,Not Import,53093,Gamma Glutamyltranferase,Blood,Chemistry
No,Not Import,53094,HBV VL CT,Blood,Chemistry
No,Not Import,53095,Lyme VsIE/PepC10 Antibody,Blood,Chemistry
Yes,protein,53096,"Protein, Total",Blood,Chemistry
Yes,covid,53097,COV10,Other Body Fluid,Chemistry
Yes,covid,53098,COV11,Other Body Fluid,Chemistry
Yes,covid,53099,COV12,Other Body Fluid,Chemistry
Yes,covid,53100,COV13,Other Body Fluid,Chemistry
Yes,covid,53105,E GENE CT,Other Body Fluid,Chemistry
Yes,covid,53106,E GENE ENDPT,Other Body Fluid,Chemistry
Yes,covid,53107,FLUA1,Other Body Fluid,Chemistry
Yes,covid,53108,FLUA2,Other Body Fluid,Chemistry
Yes,covid,53109,FLUB1,Other Body Fluid,Chemistry
Yes,covid,53110,FLUB2,Other Body Fluid,Chemistry
Yes,covid,53111,N2 GENE CT,Other Body Fluid,Chemistry
Yes,covid,53112,N2 GENE ENDPT,Other Body Fluid,Chemistry
Yes,covid,53113,Rapid Respiratory Syncytial Virus,Other Body Fluid,Chemistry
Yes,covid,53114,RSV1,Other Body Fluid,Chemistry
Yes,covid,53115,RSV2,Other Body Fluid,Chemistry
No,Not Import,53116,(Albumin),Ascites,Chemistry
No,Not Import,53117,Alpha-1,Ascites,Chemistry
No,Not Import,53118,Alpha-2,Ascites,Chemistry
No,Not Import,53119,Beta,Ascites,Chemistry
Yes,c_diff,53120,Clostrid,Ascites,Chemistry
No,Not Import,53121,Cryptococ,Ascites,Chemistry
No,Not Import,53122,Fl Scan,Ascites,Chemistry
No,Not Import,53123,"Immunoelectrophoresis, Ascites",Ascites,Chemistry
No,Not Import,53124,"Immunoglobulin G, Ascites",Ascites,Chemistry
No,Not Import,53125,"PEP, Ascites, Gamma Region",Ascites,Chemistry
No,Not Import,53126,"Uric Acid, Ascites",Ascites,Chemistry
No,Not Import,53127,Voided Specimen,Ascites,Chemistry
No,Not Import,53128,11-Deoxycorticosterone,Blood,Chemistry
No,Not Import,53129,3t,Blood,Chemistry
No,Not Import,53130,4t,Blood,Chemistry
No,Not Import,53131,5' Nucleotidase,Blood,Chemistry
No,Not Import,53135,"Acid Phosphatase, Prostatic Fraction",Blood,Chemistry
No,Not Import,53136,Adrenocorticotrophic Hormone,Blood,Chemistry
No,Not Import,53137,Afp Mom,Blood,Chemistry
No,Not Import,53138,(Albumin),Blood,Chemistry
No,Not Import,53139,Aldosterone,Blood,Chemistry
No,Not Import,53140,Aldosterone,Blood,Chemistry
No,Not Import,53141,Alpha-1,Blood,Chemistry
No,Not Import,53142,Alpha-1-antitrypsin,Blood,Chemistry
No,Not Import,53143,Alpha-2,Blood,Chemistry
No,Not Import,53144,ANCA Titer,Blood,Chemistry
No,Not Import,53145,Anti-GBM Antibody,Blood,Chemistry
No,Not Import,53146,Anti Hav,Blood,Chemistry
No,Not Import,53147,Anti Hbc,Blood,Chemistry
No,Not Import,53148,Anti Hbe,Blood,Chemistry
No,Not Import,53149,Anti-hbs,Blood,Chemistry
No,Not Import,53150,Anti Hbs,Blood,Chemistry
No,Not Import,53151,Anti-la,Blood,Chemistry
No,Not Import,53152,HIV FINAL,Blood,Chemistry
No,Not Import,53153,HIV Screen,Blood,Chemistry
Yes,lactic_acid,53154,Lactate,Blood,Chemistry
Yes,lymphocyte,53157,Absolute Lymphocyte Count,Blood,Chemistry
No,Not Import,53158,Absolute MXD Count,Blood,Chemistry
Yes,neutrophils,53159,Absolute Neutrophil Count,Blood,Chemistry
No,Not Import,53160,CMV CT,Blood,Chemistry
Yes,gfr,53161,Estimated GFR (CKD- EPI Refit),Blood,Chemistry
No,Not Import,53162,HCV CT,Blood,Chemistry
No,Not Import,53163,HIV Viral Load Ct,Blood,Chemistry
Yes,neutrophils,53164,Neutrophils,Blood,Chemistry
No,Not Import,53165,RDW-CV,Blood,Chemistry
No,Not Import,53166,RDW-SD,Blood,Chemistry
No,Not Import,53167,Reflex RPR,Blood,Chemistry
No,Not Import,53168,"",Other Body Fluid,Chemistry
No,Not Import,53169,Ceph-IC,Other Body Fluid,Chemistry
No,Not Import,53170,CephIC Endpt,Other Body Fluid,Chemistry
Yes,covid,53171,COV12IC,Other Body Fluid,Chemistry
Yes,covid,53172,COV12MC,Other Body Fluid,Chemistry
Yes,covid,53173,COV8IC,Other Body Fluid,Chemistry
Yes,covid,53174,COV8MC,Other Body Fluid,Chemistry
Yes,covid,53175,RdRP Ct,Other Body Fluid,Chemistry
No,Not Import,53176,RdRP Endpt,Other Body Fluid,Chemistry
No,Not Import,53177,Chlamydia trachomatis,Stool,Chemistry
No,Not Import,53178,Helicobacter pylori Antigen,Stool,Chemistry
No,Not Import,53179,Neisseria gonorrhoeae,Stool,Chemistry
Yes,gfr,53180,Estimated GFR (CKD- EPI 2021),Blood,Blood Gas
No,Not Import,53181,CBC Only,Blood,Hematology
No,Not Import,53182,% Parasitemia,Blood,Hematology
No,Not Import,53183,Cytospin Review,Cerebrospinal Fluid,Hematology
No,Not Import,53184,IPT (Clinical Trial),Cerebrospinal Fluid,Hematology
No,Not Import,53185,MCHC,Blood,Chemistry
No,Not Import,53186,MCH,Blood,Chemistry
No,Not Import,53187,PAN,Stool,Chemistry
Yes,lymphocyte,53188,Lymphocytes,Blood,Chemistry
Yes,platelets,53189,Platelet Count,Blood,Chemistry
No,Not Import,53190,MXD%,Blood,Chemistry
