physionet,import,super_table_col_name,component_id,component,loinc_code
No,No,not_reviewed_(<100),123040319,% Baso Segmented-Bm,NULL
No,No,not_reviewed_(<100),823041838,Perinuclear Ab Titer,14278-6
No,No,not_reviewed_(<100),823042237,INTERPRETATION - QNATAL,0
No,No,not_reviewed_(<100),823042355,ADVANCED MATERNAL AGE,0
No,No,not_reviewed_(<100),823042357,ABNORMAL MSS,0
No,No,not_reviewed_(<100),823042358,ABNORMAL US,0
No,No,not_reviewed_(<100),823042359,PERSONAL/ FAMILY HISTORY,0
No,No,not_reviewed_(<100),823040260,"Arsenic,Inorganic-24Hr Urine",53838-9
No,No,not_reviewed_(<100),823041590,Mitochondrial Ab Titer,5247-2
No,No,not_reviewed_(<100),823041893,Plasminogen Activity,5970-9
No,No,not_reviewed_(<100),823042238,TRISOMY 21 (T21),0
No,No,not_reviewed_(<100),823042239,TRISOMY 18 (T18),0
No,No,not_reviewed_(<100),823042240,TRISOMY 13 (T13),0
No,No,not_reviewed_(<100),823042241,Y CHROMOSOME,0
No,No,not_reviewed_(<100),823042242,Y CHR. INTERPRETATION,0
No,No,not_reviewed_(<100),823042245,SEX CHROMOSOME,0
No,No,not_reviewed_(<100),823042248,SEX CHR. INTERPRETATION,0
No,No,not_reviewed_(<100),823042249,MICRODELETION,0
No,No,not_reviewed_(<100),823042250,MICRODELETION INTERPRETATION,0
No,No,not_reviewed_(<100),823042251,GESTATIONAL AGE (IN WEEKS),0
No,No,not_reviewed_(<100),823042252,GESTATIONAL AGE (IN DAYS),0
No,No,not_reviewed_(<100),823042253,FETAL FRACTION,0
No,No,not_reviewed_(<100),823042254,LABORATOTY COMMENTS,0
No,No,not_reviewed_(<100),823042255,LIMITATIONS - QNATAL,0
No,No,not_reviewed_(<100),823042256,SPECIFICATIONS,0
No,No,not_reviewed_(<100),823042257,METHODOLOGY - QNATAL,0
No,No,not_reviewed_(<100),823042414,"HEPATITIS C VIRAL RNA$GENOTYPE, LIPA(R)",0
No,No,not_reviewed_(<100),123041116,"Glucose,Random-Plasma",2345-7
No,No,not_reviewed_(<100),526,"L. PNEUMOPHILA, GROUP 2-6,8",NULL
No,No,not_reviewed_(<100),123040510,% Synovial lining cells,0
No,No,not_reviewed_(<100),823000102,Legionella Pneumophila Total Ab,7948-3
No,No,not_reviewed_(<100),823041622,Mumps IgG Ab,25418-5
No,No,not_reviewed_(<100),823042236,"FISH, MYELOMA, IGH PANEL",0
No,No,not_reviewed_(<100),485,VANCOMYCIN PEAK,NULL
No,No,not_reviewed_(<100),660,"FISH, B-CELL CLL",NULL
No,No,not_reviewed_(<100),123042154,Rouleaux,7797-4
No,No,not_reviewed_(<100),823040715,Cotinine-Urine,10366-3
No,No,not_reviewed_(<100),823040820,"Date Of Birth,Patient",21112-8
No,No,not_reviewed_(<100),823040992,Factor Xii Activity,3232-6
No,No,not_reviewed_(<100),823041662,Nicotine-Urine,3854-7
No,No,not_reviewed_(<100),823041805,Patient Weight,29463-7
No,No,not_reviewed_(<100),823042606,Vasoactive Intestinal Polypeptide (Vip),3125-2
No,No,not_reviewed_(<100),555,INTERPRETATION,X49246-2
No,No,not_reviewed_(<100),562,ESTIMATED DATE OF DELIVERY,NULL
No,No,not_reviewed_(<100),563,EDD DETERMINED BY,NULL
No,No,not_reviewed_(<100),565,Ethnic Origin,NULL
No,No,not_reviewed_(<100),566,INSULIN DEPENDENT DIABETIC,NULL
No,No,not_reviewed_(<100),567,REPEAT SPECIMEN,NULL
No,No,not_reviewed_(<100),123042136,"RBC,Acanthocytes",7789-1
No,No,not_reviewed_(<100),823040126,Alpha-1 Antitrypsin Phenotype,32769-2
No,No,not_reviewed_(<100),823040995,"Family Hx,Neurotube Def/Downs",NULL
No,No,not_reviewed_(<100),823041447,Lead-24 Hr Urine,5677-0
No,No,not_reviewed_(<100),823041623,Mumps IgM Ab,6479-0
No,No,not_reviewed_(<100),823041694,Number Of Fetuses,11878-6
No,No,not_reviewed_(<100),123041199,Hemosiderin-Urine,4644-1
No,No,not_reviewed_(<100),123042341,"Sodium,Fluid",0
No,No,not_reviewed_(<100),823040107,"AFP, Maternal Serum",1834-1
No,No,not_reviewed_(<100),823040903,Echinococcus Antibody,47308-2
No,No,not_reviewed_(<100),823041492,"Lyme Antibodies,Total",0
No,No,not_reviewed_(<100),561,CALCULATED GESTATIONAL AGE,NULL
No,No,not_reviewed_(<100),123042139,"RBC,Double Cell Population",10379-6
No,No,not_reviewed_(<100),823040406,CANCER ANTIGEN 27-29-QUEST,17842-6
No,No,not_reviewed_(<100),823041546,Mercury-24 Hr Urine,6693-6
No,No,not_reviewed_(<100),823042637,"MSH6, IHC WITHOUT INTERPRETATION",0
No,No,not_reviewed_(<100),823042641,"PD-L1, IHC WITH INTERPRETATION",0
No,No,not_reviewed_(<100),123042157,"RBC,Sickle Cells",801-1
No,No,not_reviewed_(<100),823040130,Alternaria Alternata IGE,6020-2
No,No,not_reviewed_(<100),823040565,Cladosporium Herbarum Ige,6075-6
No,No,not_reviewed_(<100),823040573,"Class,Alternaria Alternata",15530-9
No,No,not_reviewed_(<100),823040586,"Class,Cladosporium Herbarum",15642-2
No,No,not_reviewed_(<100),823040808,Cytoplasmic Ab Titer,14277-8
No,No,not_reviewed_(<100),823042268,Schistosoma IgG,33317-9
No,No,not_reviewed_(<100),8230420088,HIV 1/2 EIA AB SCREEN,NULL
No,No,not_reviewed_(<100),560,MSS COMMENT,NULL
No,No,not_reviewed_(<100),123042158,"RBC,Siderocyte-Like",NULL
No,No,not_reviewed_(<100),823040619,"Class,Penicillium Notatum",15924-4
No,No,not_reviewed_(<100),823040991,Factor Xi Activity,3226-8
No,No,not_reviewed_(<100),823041829,Pennicillium Notatum GE,6212-5
No,No,not_reviewed_(<100),823042104,Pyruvic Acid-Plasma,2905-8
No,No,not_reviewed_(<100),823042461,Thyroxine Binding Globulin,3021-3
No,No,not_reviewed_(<100),823042532,"Viscosity, Serum",0
No,No,not_reviewed_(<100),123041442,"LDH,CSF",0
No,No,not_reviewed_(<100),123042145,"RBC,Howell-Jolly Bodies",7793-3
No,No,not_reviewed_(<100),823041336,Immune Complex(C1Q),0
No,No,not_reviewed_(<100),823042318,EPINEPHRINE,0
No,No,not_reviewed_(<100),823042322,"CREATININE, RANDOM URINE",0
No,No,not_reviewed_(<100),823042614,HCV NS5A SUBTYPE-QUEST,0
No,No,not_reviewed_(<100),582,KRAS BLOCK/SPECIMEN ID,NULL
No,No,not_reviewed_(<100),123049272,Pelger-Huet Cells,0
No,No,not_reviewed_(<100),823040328,Bermuda Grass Ige,6041-8
No,No,not_reviewed_(<100),823040352,Birch IGE,15283-5
No,No,not_reviewed_(<100),823040405,Cancer Antigen 15-3,6875-9
No,No,not_reviewed_(<100),823040427,Cat Epithelium/Dander IGE,6833-8
No,No,not_reviewed_(<100),823040512,Chlamydia Pneumonia Ab Profile,0
No,No,not_reviewed_(<100),823040579,"Class, Birch IGE",15579-6
No,No,not_reviewed_(<100),823040582,"Class,Cat Epithelium/Dander",15609-1
No,No,not_reviewed_(<100),823040589,"Class,Cockroach",15647-1
No,No,not_reviewed_(<100),823040596,"Class,D.Farinae Mite",15680-2
No,No,not_reviewed_(<100),823040597,"Class,D.Pteronyssinus",15682-8
No,No,not_reviewed_(<100),823040598,"Class,Dog Dander",15685-1
No,No,not_reviewed_(<100),823040612,"Class,Mountain Cedar",15615-8
No,No,not_reviewed_(<100),823040617,"Class,Pecan",15774-3
No,No,not_reviewed_(<100),823040676,Cockroach IGE,6078-0
No,No,not_reviewed_(<100),823040810,D.FARINAE MITE,6095-4
No,No,not_reviewed_(<100),823040811,D. PTERONYSSINUS,6096-2
No,No,not_reviewed_(<100),823040867,Dog Dander Ige,6098-8
No,No,not_reviewed_(<100),823041531,Maple (Box Elder) IGE,7155-5
No,No,not_reviewed_(<100),823041610,Mountain Cedar IGE,6178-8
No,No,not_reviewed_(<100),823041794,Parietal Cell Ab Titer,5271-2
No,No,not_reviewed_(<100),823041821,Pecan (Hickory) IGE,6209-1
No,No,not_reviewed_(<100),823042302,Sheep Sorrel IGE,6244-8
No,No,not_reviewed_(<100),823042304,Short Ragweed IGE,6085-5
No,No,not_reviewed_(<100),823042319,NOREPINEPHRINE,0
No,No,not_reviewed_(<100),823042320,"CALCULATED TOTAL, (E+NE)",0
No,No,not_reviewed_(<100),823042321,DOPAMINE,0
No,No,not_reviewed_(<100),823042435,INTERPRETATION SUMMARY - BRCA,0
No,No,not_reviewed_(<100),823042436,BRCA 1 SEQUENCING,0
No,No,not_reviewed_(<100),823042438,BRCA 1 SEQUENCING INTERPRETATION,0
No,No,not_reviewed_(<100),823042439,BRCA 1 DEL/ DUP,0
No,No,not_reviewed_(<100),823042440,BRCA 1 DEL/ DUP INTERPRETATION,0
No,No,not_reviewed_(<100),823042441,BRCA2 SEQUENCING,0
No,No,not_reviewed_(<100),823042442,BRCA 2 SEQUENCING INTERPRETATION,0
No,No,not_reviewed_(<100),823042443,BRCA 2 DEL/ DUP,0
No,No,not_reviewed_(<100),823042444,BRCA 2 DEL/ DUP INTERPRETATION,0
No,No,not_reviewed_(<100),823042447,COMPREHENSIVE INTERPRETATION,0
No,No,not_reviewed_(<100),823042448,ADDITIONA INFORMATION,0
No,No,not_reviewed_(<100),823042650,"EBV DNA, QUANTITATIVE PCR-QUEST",0
No,No,not_reviewed_(<100),823042663,White Oak IGE,6189-5
No,No,not_reviewed_(<100),823042985,C. PNEUMONIAE AB (IGG)-QUEST,0
No,No,not_reviewed_(<100),823042986,C. PNEUMONIAE AB (IGA)-QUEST,0
No,No,not_reviewed_(<100),823042988,INTERPRETATION-QUEST,0
No,No,not_reviewed_(<100),823042989,C. PSITTACI AB (IGG)-QUEST,0
No,No,not_reviewed_(<100),823042990,C. PSITTACI AB (IGA)-QUEST,0
No,No,not_reviewed_(<100),823042991,C. PSITTACI AB (IGM)-QUEST,0
No,No,not_reviewed_(<100),823042992,INTERPRETATION-QUEST,0
No,No,not_reviewed_(<100),8230420098,HBV GENOTYPE,0
No,No,not_reviewed_(<100),506,"Class, Bahia Grass",NULL
No,No,not_reviewed_(<100),713,"FISH, AML M3, PML/ RARA",NULL
No,No,not_reviewed_(<100),902,REDUCING SUSTANCES - STOOL,0
No,No,not_reviewed_(<100),82304300,C.TRACHOMATIS L1 AB (IGA) - QUEST,0
No,No,not_reviewed_(<100),123040114,"Albumin,Immunologic-CSF",0
No,No,not_reviewed_(<100),123040367,Bone Marrow Diff Comment,NULL
No,No,not_reviewed_(<100),123041618,"WBC Count,NRBC Corrected-CSF",0
No,No,not_reviewed_(<100),123042006,"Potassium,Fluid",0
No,No,not_reviewed_(<100),823040293,Bahia Grass IGE,6034-3
No,No,not_reviewed_(<100),823040571,"Class, Sheep Sorrel",16016-8
No,No,not_reviewed_(<100),823040578,"Class,Bermuda Grass",15738-8
No,No,not_reviewed_(<100),823040599,"Class,Elm",15697-6
No,No,not_reviewed_(<100),823040610,"Class,Maple(Box Elder)",15585-3
No,No,not_reviewed_(<100),823040614,"Class,Nettle",15872-5
No,No,not_reviewed_(<100),823040621,"Class,Pigweed",15937-6
No,No,not_reviewed_(<100),823040625,"Class,Short Ragweed",15975-6
No,No,not_reviewed_(<100),823040629,"Class,Timothy Grass",16054-9
No,No,not_reviewed_(<100),823040634,"Class,White Oak",15875-8
No,No,not_reviewed_(<100),823040657,"Cmv DNA-Pcr,Quali",0
No,No,not_reviewed_(<100),823040917,Elm IGE,6109-3
No,No,not_reviewed_(<100),823041517,Macroamylase,15358-5
No,No,not_reviewed_(<100),823041652,Nettle IGE,6186-1
No,No,not_reviewed_(<100),823041877,Pigweed IGE,6233-1
No,No,not_reviewed_(<100),823042475,Timothy Grass IGE,6265-3
No,No,not_reviewed_(<100),823042711,COMMENT,0
No,No,not_reviewed_(<100),823042993,C.TRACHOMATIS D-K AB(IGG)-QUEST,0
No,No,not_reviewed_(<100),823042994,C.TRACHOMATIS D-K AB(IGA)-QUEST,0
No,No,not_reviewed_(<100),823042995,C.TRACHOMATIS D-K AB(IGM)-QUEST,0
No,No,not_reviewed_(<100),823042996,INTERPRETATION-QUEST,0
No,No,not_reviewed_(<100),823042999,C.TRACHOMATIS L1 AB (IGG)-QUEST,0
No,No,not_reviewed_(<100),823043001,C.TRACHOMATIS L1 AB (IGM)-QUEST,0
No,No,not_reviewed_(<100),823043002,INTERPRETATION-QUEST,0
No,No,not_reviewed_(<100),8230420218,INFLIXIMAB DRUG CONC. AND ANTI-INFLIXIMAB AB,0
No,No,not_reviewed_(<100),763,CHROMOSOME ANALYSIS: AMNIOTIC FLUID,NULL
No,No,not_reviewed_(<100),123041201,"Variant Hgb, Quant",0
No,No,not_reviewed_(<100),823040118,Aldosterone-Urine,1765-7
No,No,not_reviewed_(<100),823040998,Fatty Acids-Blood,12215-0
No,No,not_reviewed_(<100),823041724,Olanzapine/Zyprexa,12389-3
No,No,not_reviewed_(<100),8230420015,BRAF MUTATTION,NULL
No,No,not_reviewed_(<100),8230420222,"INTERPRETATION,ACYLCARNITINE",0
No,No,not_reviewed_(<100),8230420223,"ACETYLCARNITINE, C2",0
No,No,not_reviewed_(<100),8230420224,"PROPIONYLCARNITINE, C3",0
No,No,not_reviewed_(<100),8230420225,"ISO-/BUTYRLCARNITINE, C4",0
No,No,not_reviewed_(<100),8230420226,"METHYLMALONYLCARN, C4DC",0
No,No,not_reviewed_(<100),8230420227,"OH-BUTYRLCARNITINE, C4OH",0
No,No,not_reviewed_(<100),8230420228,ISOVALERYL-2/-METHYLBUT C5,0
No,No,not_reviewed_(<100),8230420229,"TIGLYL/METHYLCROTONYL, C5:1",0
No,No,not_reviewed_(<100),8230420230,"GLUTARYLCARNITINE, C5DC",0
No,No,not_reviewed_(<100),8230420231,"OH-ISOVALERYLCARNITIN, C5OH",0
No,No,not_reviewed_(<100),8230420232,"HEXANOYLCARNITINE, C6",0
No,No,not_reviewed_(<100),8230420233,"ADIPOYLCARNITINE, C6DC",0
No,No,not_reviewed_(<100),8230420234,"OH-HEXANOYLCARNITINE, C6OH",0
No,No,not_reviewed_(<100),8230420235,"OCTANOYLCARNITINE, C8",0
No,No,not_reviewed_(<100),8230420236,"OCTENOYLCARNITINE, C8:1",0
No,No,not_reviewed_(<100),8230420237,"SUBERYLCARNITINE, C8DC",0
No,No,not_reviewed_(<100),8230420238,"DECANOYLCARNITINE, C10",0
No,No,not_reviewed_(<100),8230420239,"DECENOYLCARNITINE, C10:1",0
No,No,not_reviewed_(<100),8230420240,"DODECANOYLCARNITINE, C12",0
No,No,not_reviewed_(<100),8230420241,"DODECENOYLCARNITINE,C12:1",0
No,No,not_reviewed_(<100),8230420242,"OH DODECANOYLCARN, C12OH",0
No,No,not_reviewed_(<100),8230420243,"TETRADECANOYLCARNITINE, C14",0
No,No,not_reviewed_(<100),8230420244,"TETRADECENOYLCARN, C14:1",0
No,No,not_reviewed_(<100),8230420245,"TETRADECADIENOYLCARN, C14:2",0
No,No,not_reviewed_(<100),8230420246,"OH-TETRADECANOYLCARN, C14OH",0
No,No,not_reviewed_(<100),8230420247,OH-TETRADECENOYL; C14:1-OH,0
No,No,not_reviewed_(<100),8230420248,"HEXADECANOYLCARNITINE, C16",0
No,No,not_reviewed_(<100),8230420249,"HEXADECENOYLCARN, C16:1",0
No,No,not_reviewed_(<100),8230420250,"OH-HEXADECANOYLCARN, C16OH",0
No,No,not_reviewed_(<100),8230420251,"OH-HEXADECENOYL, C16:1-OH",0
No,No,not_reviewed_(<100),8230420252,"STEAROYLCARNITINE, C18",0
No,No,not_reviewed_(<100),8230420253,"OLEOYLCARNITINE, C18:1",0
No,No,not_reviewed_(<100),8230420254,"LINOLEOYLCARNITINE, C18:2",0
No,No,not_reviewed_(<100),8230420255,"OH-OLEOYLCARN, C18:1-OH",0
No,No,not_reviewed_(<100),8230420256,"OH-LINOLEOYLCARN, C18:2-OH",0
No,No,not_reviewed_(<100),651,"INHIBIN A, DIMERIC",NULL
No,No,not_reviewed_(<100),123040318,% Baso Myelocyte-Bm,NULL
No,No,not_reviewed_(<100),823000416,"AMITRIPTYINE, TOTAL",NULL
No,No,not_reviewed_(<100),823040147,Amitriptyline-Serum,3335-7
No,No,not_reviewed_(<100),823040335,"B-hCG,Referral",21198-7
No,No,not_reviewed_(<100),823041037,"Estriol,Free-Serum",2250-9
No,No,not_reviewed_(<100),823041679,Nortriptyline-Serum,3872-9
No,No,not_reviewed_(<100),823041961,CLINICAL INDICATION,NULL
No,No,not_reviewed_(<100),823043133,JO-1 antibody,0
No,No,not_reviewed_(<100),823043134,PL-7 antibody,0
No,No,not_reviewed_(<100),823043135,PL-12 antibody,0
No,No,not_reviewed_(<100),823043136,EJ antibody,0
No,No,not_reviewed_(<100),823043137,OJ antibody,0
No,No,not_reviewed_(<100),823043138,SRP antibody,0
No,No,not_reviewed_(<100),823043139,MI-2 alpha antibody,0
No,No,not_reviewed_(<100),823043140,MI-2 beta antibody,0
No,No,not_reviewed_(<100),823043141,MDA-5 antibody,0
No,No,not_reviewed_(<100),823043142,TIF-1Y antibody,0
No,No,not_reviewed_(<100),823043143,NXP-2 antibody,0
No,No,not_reviewed_(<100),8230420129,GANGLIOSIDE GQ1B AB IGG,NULL
No,No,not_reviewed_(<100),475,MTHFR MUTATION INTERPRETATION,NULL
No,No,not_reviewed_(<100),523,PORPHYRINS INTERPRETATION,NULL
No,No,not_reviewed_(<100),556,Risk for ONTD,NULL
No,No,not_reviewed_(<100),889,INTERPRETATION - PORPHOBILINOGEN,NULL
No,No,not_reviewed_(<100),915,"CREATININE, URINE - ALDOSTERONE",NULL
No,No,not_reviewed_(<100),916,"TOTAL VOLUME, URINE - ALDOSTERONE",NULL
No,No,not_reviewed_(<100),123040207,Antibody ID 1,888-8
No,No,not_reviewed_(<100),123041099,"Glucose,1Hr-Plasma",20438-8
No,No,not_reviewed_(<100),123042164,"RBC,W/ Precipitated Hgb",NULL
No,No,not_reviewed_(<100),823000384,Specimen Source,0
No,No,not_reviewed_(<100),823040102,Afp Mom,20450-3
No,No,not_reviewed_(<100),823040333,B-Hcg Mom,23841-0
No,No,not_reviewed_(<100),823040707,Coproporphyrin III,2137-8
No,No,not_reviewed_(<100),823040708,Coproporphyrin I,11212-8
No,No,not_reviewed_(<100),823040875,Down Syndrome Age Related Risk,49090-4
No,No,not_reviewed_(<100),823040877,Down Syndrome Screening Risk,43995-0
No,No,not_reviewed_(<100),823040956,Estriol Mom,21264-7
No,No,not_reviewed_(<100),823041207,Heptacarboxylporphyrin-24Hr Ur,24462-4
No,No,not_reviewed_(<100),823041211,Hexacarboxylporphyrin-Urine,38164-0
No,No,not_reviewed_(<100),823041362,Inhibin-A Mom,36904-1
No,No,not_reviewed_(<100),823041617,Mthfr Mutation Analysis,21709-1
No,No,not_reviewed_(<100),823041831,Pentacarboxylporphyrin-Urine,38161-6
No,No,not_reviewed_(<100),823041963,BLOCK / SPECIMEN ID,NULL
No,No,not_reviewed_(<100),823041996,Porphobilinogen-24Hr Urine,2810-0
No,No,not_reviewed_(<100),823041998,"Porphyrins-24Hr Urine,Total",10885-2
No,No,not_reviewed_(<100),823042246,Rubeola(Measles)IgG,5244-9
No,No,not_reviewed_(<100),823042353,"CLASS, MOUSE URINE PROTEINS (E72) IGE",0
No,No,not_reviewed_(<100),823042354,MOUSE URINE PROTEINS (E72) IGE,0
No,No,not_reviewed_(<100),823042367,"FISH, AML, AML1/ ETO TRANSLOCATION 8,21",0
No,No,not_reviewed_(<100),823042529,Trisomy 18 Screening Risk,43994-3
No,No,not_reviewed_(<100),823042589,Uroporphyrin III,3113-8
No,No,not_reviewed_(<100),823042590,Uroporphyrin I,11228-4
No,No,not_reviewed_(<100),823043144,"EBV DNA, QN PCR - QUEST",0
No,No,not_reviewed_(<100),8230420041,"CLINICAL INFORMATION, LEUKEMIA",NULL
No,No,not_reviewed_(<100),8230420149,"LUNG CANCER (NSCLC) ROS1, FISH",0
No,No,not_reviewed_(<100),624,Specimen Block/ Number,0
No,No,not_reviewed_(<100),625,EGFR Mutation,0
No,No,not_reviewed_(<100),626,Mutation Type,0
No,No,not_reviewed_(<100),768,Result Reviewed By,0
No,No,not_reviewed_(<100),772,"REVIEWER, MTHFR",NULL
No,No,not_reviewed_(<100),123041679,"% Cells,Other-Synovial Fluid",0
No,No,not_reviewed_(<100),823041152,"HBV DNA-Pcr,Qualitative",29610-3
No,No,not_reviewed_(<100),823043147,FMR1 METHYLATION ANALYSIS,0
No,No,not_reviewed_(<100),8230420099,POLYMERASE MUTATIONS,0
No,No,not_reviewed_(<100),8230420100,PRECORE MUTATION,0
No,No,not_reviewed_(<100),8230420101,BCP MUTATIONS,0
No,No,not_reviewed_(<100),910,"NUCLEOTIDASE, 5' - SERUM -QUEST",NULL
No,No,not_reviewed_(<100),123040384,Calcium Carbonate Crystals-Ur,0
No,No,not_reviewed_(<100),123040526,"Chloride,Fluid",0
No,No,not_reviewed_(<100),123042138,"RBC,Coarse Basophilic Stippling",45381-1
No,No,not_reviewed_(<100),123049259,RBC- Parasites,0
No,No,not_reviewed_(<100),823040704,Copper-24Hr Urine,5633-3
No,No,not_reviewed_(<100),823040904,Echovirus 11 Titer,7865-9
No,No,not_reviewed_(<100),823040906,Echovirus 30 Titer,16802-1
No,No,not_reviewed_(<100),823040907,Echovirus 4 Titer,22277-8
No,No,not_reviewed_(<100),823040908,Echovirus 7 Titer,22279-4
No,No,not_reviewed_(<100),823040909,Echovirus 9 Titer,22281-0
No,No,not_reviewed_(<100),823041157,"HBV DNA-Pcr,Quantitative",11258-1
No,No,not_reviewed_(<100),823041788,Parainfluenza Ab Profile,22437-8
No,No,not_reviewed_(<100),823043052,"LEGIONELLA PNEUMOPHILA AB (IGG), IFA",0
No,No,not_reviewed_(<100),8230420001,"FISH, AML M4, CBFB/ MYH11, INVERSION 16",0
No,No,not_reviewed_(<100),8230420037,TCRG RESULT,NULL
No,No,not_reviewed_(<100),688,PNH FLOW CYTOMETRY REVIEWED BY,NULL
No,No,not_reviewed_(<100),123040929,"Eosinophils, Smear",0
No,No,not_reviewed_(<100),123041232,Hgb Fetal Stain Comment,4633-4
No,No,not_reviewed_(<100),123041486,Lupus Anticoagulant Evaluation,3281-3
No,No,not_reviewed_(<100),123042137,"RBC,Agglutination",50670-9
No,No,not_reviewed_(<100),823040098,Adrenal Antibody Screen,0
No,No,not_reviewed_(<100),823040099,Adrenal Antibody Titer,0
No,No,not_reviewed_(<100),823040398,California Equine IgG,29815-8
No,No,not_reviewed_(<100),823040399,California Equine IgM,29816-6
No,No,not_reviewed_(<100),823040400,California Equine Interp.,49142-3
No,No,not_reviewed_(<100),823040549,Chymotrypsin-Stool,0
No,No,not_reviewed_(<100),823040654,Clonazepam/Klonopin-Serum,0
No,No,not_reviewed_(<100),823040897,Eastern Equine IgG,10896-9
No,No,not_reviewed_(<100),823040898,Eastern Equine IgM,10898-5
No,No,not_reviewed_(<100),823041789,Parainfluenza-2 Ab,22438-6
No,No,not_reviewed_(<100),823041790, ,22439-4
No,No,not_reviewed_(<100),823041912,"Plt Agg,Adp",5992-3
No,No,not_reviewed_(<100),823042377,PLT AB: GP IIB/ IIIA,0
No,No,not_reviewed_(<100),823042378,PLT AB: GP IA/ IIA,0
No,No,not_reviewed_(<100),823042379,PLT AB: GP IB/ IX,0
No,No,not_reviewed_(<100),823042380,INTERPRETATION - PLT AB,0
No,No,not_reviewed_(<100),823042381,PLT AB: HLA CLASS I,0
No,No,not_reviewed_(<100),823042382,St. Louis Equine Interp.,21031-0
No,No,not_reviewed_(<100),823042383,St.Louis Equine IgG,10906-6
No,No,not_reviewed_(<100),823042384,St.Louis Equine IgM,10907-4
No,No,not_reviewed_(<100),823042416,HCV NS3 SUBTYPE-QUEST,0
No,No,not_reviewed_(<100),823042420,SIMEPREVIR RESISTANCE-QUEST,0
No,No,not_reviewed_(<100),823042568,Grazoprevir Resistance,0
No,No,not_reviewed_(<100),823042656,Western Equine IgG,6957-5
No,No,not_reviewed_(<100),823042657,Western Equine IgM,6958-3
No,No,not_reviewed_(<100),823042658,Western Equine Interpretation,49082-1
No,No,not_reviewed_(<100),823042804,PARITAPREVIR RESISTANCE-QUEST,0
No,No,not_reviewed_(<100),123040368,Broad Casts-Urine,0
No,No,not_reviewed_(<100),123041104,"Glucose,2Hr-Plasma",20436-2
No,No,not_reviewed_(<100),123041107,"Glucose,3Hr-Plasma",20437-0
No,No,not_reviewed_(<100),123042687,Antibody Screen Peg,890-4
No,No,not_reviewed_(<100),123043004,RHIG DOSE RECOMMENDED ,NULL
No,No,not_reviewed_(<100),823000428,RMSF IGG TITER,0
No,No,not_reviewed_(<100),823040132,Aluminum-Serum,5574-9
No,No,not_reviewed_(<100),823040145,Amiodarone/Cordarone,3330-8
No,No,not_reviewed_(<100),823040844,Amiodarone/Cordarone-Serum,6774-4
No,No,not_reviewed_(<100),823041474,Lidocaine-Serum,0
No,No,not_reviewed_(<100),823042247,Rubeola(Measles)IgM,5245-6
No,No,not_reviewed_(<100),823042520,"PROTEIN, TOTAL, CSF",0
No,No,not_reviewed_(<100),823042521,PREALBUMIN,0
No,No,not_reviewed_(<100),823042522,ALBUMIN,0
No,No,not_reviewed_(<100),823042523,ALPHA-1-GLOBULIN,0
No,No,not_reviewed_(<100),823042524,ALPHA-2-GLOBULIN,0
No,No,not_reviewed_(<100),823042525,BETA GLOBULIN,0
No,No,not_reviewed_(<100),823042526,GAMMA GLOBULIN,0
No,No,not_reviewed_(<100),823042639,"MLH1, IHC W/O INTERP",0
No,No,not_reviewed_(<100),8230423467,INTERPRETATION - PROTEIN,0
No,No,not_reviewed_(<100),123041017,Fluorochrome Stain,676-7
No,No,not_reviewed_(<100),123042140,"RBC,Eccentrocytes",NULL
No,No,not_reviewed_(<100),123042653,"WBC Count,NRBC Corrected-Fluid",0
No,No,not_reviewed_(<100),823040379,Caffeine,3422-3
No,No,not_reviewed_(<100),823041324,Igf Binding Protein-3,2483-6
No,No,not_reviewed_(<100),823042617,DACLATASVIR RESISTANCE-QUEST,0
No,No,not_reviewed_(<100),823042618,LEDIPASVIR RESISTANCE-QUEST,0
No,No,not_reviewed_(<100),823042619,OMBITASVIR RESISTANCE-QUEST,0
No,No,not_reviewed_(<100),823042622,ELBASVIR RESISTANCE-QUEST,0
No,No,not_reviewed_(<100),823042631,VELPATASVIR RESISTANCE-QUEST,0
No,No,not_reviewed_(<100),823042638,"PMS2, IHC W/O INTERP",0
No,No,not_reviewed_(<100),823042640,"MSH2, IHC W/O INTERP",0
No,No,not_reviewed_(<100),8230420009,"FISH, CML/ ALL, BCR/ ABL TRANSLOCATION 9,22",NULL
No,No,not_reviewed_(<100),957,NORTRIPTYLINE,0
No,No,not_reviewed_(<100),123040122,Alk Phosphatase-Fluid,0
No,No,not_reviewed_(<100),123041686,NRBC-CSF,0
No,No,not_reviewed_(<100),123042059,"Protein,Monoclonal 3-Serum",0
No,No,not_reviewed_(<100),123042143,"RBC,Hgb Cc Crystals",48707-4
No,No,not_reviewed_(<100),123042144,"RBC,Hgb Sc Crystals",NULL
No,No,not_reviewed_(<100),123042619,"Viscosity,Serum",3128-6
No,No,not_reviewed_(<100),823040199,Androstenedione,1854-9
No,No,not_reviewed_(<100),823041458,Leptospiral Antibody,23196-9
No,No,not_reviewed_(<100),823042186,Resp.Syncytial Virus Ab,22466-7
No,No,not_reviewed_(<100),823042261,FIBROSIS SCORE,0
No,No,not_reviewed_(<100),823042262,FIBROSIS STAGE,0
No,No,not_reviewed_(<100),823042264,FIBROSIS INTERPRETATION,0
No,No,not_reviewed_(<100),823042265,Necroinflammat Activity Score,0
No,No,not_reviewed_(<100),823042266,NECROINFLAMMAT ACT GRADE,0
